MJD,mag,mag_err
60435.005546,12.42,0.002
60435.007848,12.398,0.002
60466.257664,12.907,0.002
60469.064134,12.954,0.006
60469.071491,12.955,0.005
60470.104301,12.973,0.002
60470.13847,12.974,0.002
60490.777591,13.157,0.043
60490.787591,13.092,0.036
60491.839165,13.122,0.007
60491.850043,13.091,0.017
60495.745988,13.202,0.003
60495.749196,13.227,0.003
60495.755079,13.197,0.003
