MJD,mag,uncert
60093.175069000106,11.192,0.007
60093.176655000076,11.23,0.007
60093.178241000045,11.199,0.007
60093.179837999865,11.213,0.007
60093.181423999835,11.195,0.006
60093.18300900003,11.207,0.007
60093.184595,11.204,0.007
60093.18618099997,11.211,0.007
60093.18776600016,11.212,0.007
60093.19252299983,11.234,0.016
60093.19412000012,11.278,0.033
60093.22356500011,11.213,0.007
60093.22514999984,11.196,0.007
60093.2267479999,11.217,0.007
60093.228333000094,11.227,0.007
60093.22991900006,11.215,0.007
60093.23150500003,11.201,0.007
60093.23309000023,11.231,0.015
60093.2346760002,11.232,0.038
60093.236262000166,11.249,0.007
60093.237858999986,11.241,0.007
60093.239432999864,11.281,0.037
60093.86714999983,11.196,0.0389
60093.868910000194,11.192,0.0389
60093.870029999875,11.168,0.0389
60093.8709900002,11.193,0.0389
60093.87223999994,11.182,0.0389
60093.87331999978,11.174,0.0389
60093.8747899998,11.184,0.0389
60094.23236999987,11.17,0.003
60094.82818400022,11.221,0.063
60095.82911999989,11.273,0.0068
60095.83033999987,11.282,0.0068
60095.831269999966,11.287,0.0068
60095.83221000014,11.276,0.0068
60095.8339300002,11.293,0.0068
60095.83493999997,11.289,0.0068
60095.835880000144,11.275,0.0068
60095.83684,11.28,0.0068
60095.83930000011,11.283,0.0068
60095.84135999996,11.27,0.0068
60095.843259999994,11.272,0.0068
60095.845139999874,11.271,0.0068
60095.84701000014,11.267,0.0068
60095.98400499998,11.46,0.048
60096.06518500019,10.852,0.051
60096.06560199987,10.82,0.013
60096.067083000205,10.88,0.120
60096.06749999989,10.848,0.088
60096.06792799989,10.856,0.077
60096.06835599989,10.864,0.080
60096.069201000035,10.838,0.089
60096.06962999981,10.915,0.068
60096.992999999784,11.095,0.005
60097.8949500001,11.445,0.564
60097.93399999989,11.215,0.004
60098.00412000017,11.424,0.039
60098.022725000046,11.31,0.017
60098.88418000005,11.336,0.0124
60098.886580000166,11.33,0.0124
60098.88877000008,11.316,0.0124
60098.89099999983,11.325,0.0124
60098.893070000224,11.316,0.0124
60099.83788000001,11.337,0.0044
60099.83976999996,11.318,0.0044
60099.841669999994,11.341,0.0043
60100.01811000006,11.396,0.042
60102.052800999954,11.115,0.096
60102.053228999954,11.09,0.132
60102.05365699995,10.971,0.052
60102.05408600019,11.012,0.096
60102.05451400019,10.981,0.044
60102.05494200019,11.049,0.034
60102.05537000019,10.932,0.057
60102.055798999965,10.977,0.102
60102.056237999815,10.895,0.043
60102.056677999906,10.951,0.124
60102.057105999906,10.955,0.045
60102.057546,11.031,0.076
60102.882670000196,11.427,0.011
60102.91900000023,11.2,0.004
60103.004439999815,11.419,0.032
60104.08449999988,11.408,0.008
60104.08468999993,11.415,0.008
60104.08487999998,11.411,0.008
60104.085059999954,11.426,0.008
60104.085250000004,11.413,0.008
60104.08542999998,11.418,0.008
60104.08562000003,11.424,0.008
60104.08581000008,11.417,0.008
60104.08599000005,11.427,0.008
60104.0861800001,11.413,0.008
60104.086360000074,11.42,0.008
60104.086550000124,11.429,0.008
60104.08674000017,11.423,0.008
60104.08692000015,11.412,0.008
60104.0871100002,11.421,0.008
60104.08729000017,11.419,0.008
60104.08748000022,11.419,0.008
60104.087660000194,11.424,0.008
60104.08784999978,11.415,0.008
60104.08803999983,11.419,0.008
60104.92299999995,11.292,0.004
60105.168258000165,11.666,0.017
60105.16954400018,11.657,0.099
60105.17083099997,11.609,0.048
60105.172162999865,11.643,0.024
60105.173518999945,11.667,0.102
60105.17489700019,11.663,0.032
60105.17639099993,11.646,0.073
60105.17788399989,11.64,0.033
60105.179308999795,11.663,0.055
60105.18073299993,11.66,0.046
60105.89845000021,11.529,0.017
60105.92299999995,11.441,0.004
60106.83800299978,11.56,0.043
60106.84068999998,11.69,0.0109
60106.84539999999,11.657,0.0109
60106.85013000015,11.687,0.0109
60106.85488,11.666,0.0109
60106.85961999977,11.67,0.0109
60106.86436000001,11.667,0.0109
60106.86924999999,11.647,0.0109
60106.9169999999,11.419,0.004
60107.919999999925,11.679,0.004
60108.02044000011,11.673,0.038
60108.054837999865,11.456,0.186
60108.05568300001,11.312,0.237
60108.05611100001,11.354,0.188
60108.05741900019,11.182,0.228
60108.9160000002,11.636,0.004
60109.09152999986,11.6,0.011
60109.09171999991,11.608,0.011
60109.09189999988,11.606,0.011
60109.09208999993,11.596,0.011
60109.09226999991,11.605,0.011
60109.092459999956,11.578,0.011
60109.092650000006,11.574,0.011
60109.09282999998,11.595,0.011
60109.09302000003,11.597,0.011
60109.0932,11.597,0.011
60109.09339000005,11.607,0.011
60109.09357000003,11.609,0.011
60109.093760000076,11.588,0.011
60109.093950000126,11.588,0.011
60109.0941300001,11.594,0.011
60109.09432000015,11.597,0.011
60109.09450000012,11.592,0.011
60109.09469000017,11.598,0.011
60109.09488000022,11.599,0.011
60109.095060000196,11.612,0.011
60109.893424000125,11.6,0.036
60109.9216260002,11.66,0.005
60109.922609999776,11.661,0.005
60109.922853,11.662,0.005
60109.92309600022,11.657,0.005
60109.923570999876,11.664,0.005
60109.923814000096,11.665,0.005
60109.92405699985,11.666,0.005
60109.92430000007,11.663,0.005
60109.924773999956,11.668,0.005
60109.925491999835,11.669,0.005
60109.925735000055,11.672,0.005
60109.926696000155,11.675,0.005
60109.92693899991,11.68,0.005
60109.92718200013,11.673,0.005
60109.927424999885,11.671,0.005
60110.025899999775,11.73,0.043
60110.092019999865,11.587,0.011
60110.092209999915,11.603,0.011
60110.09238999989,11.599,0.011
60110.09257999994,11.6,0.011
60110.09276999999,11.601,0.011
60110.09294999996,11.598,0.011
60110.09314000001,11.589,0.011
60110.09333000006,11.614,0.011
60110.093510000035,11.587,0.011
60110.093700000085,11.607,0.011
60110.093890000135,11.599,0.011
60110.09407000011,11.594,0.011
60110.09426000016,11.595,0.011
60110.09444000013,11.576,0.011
60110.09463000018,11.602,0.011
60110.094810000155,11.589,0.011
60110.095000000205,11.592,0.011
60110.09518999979,11.599,0.011
60110.09537000023,11.599,0.011
60110.09555999981,11.599,0.011
60110.095739999786,11.6,0.011
60110.095929999836,11.597,0.011
60110.09610999981,11.594,0.011
60110.09629999986,11.579,0.012
60110.09648999991,11.603,0.012
60110.09666999988,11.592,0.012
60110.09685999993,11.587,0.012
60110.097039999906,11.59,0.012
60110.097229999956,11.593,0.012
60110.09740999993,11.591,0.012
60110.09759999998,11.595,0.012
60110.09777999995,11.582,0.012
60110.09797,11.599,0.012
60110.09816000005,11.59,0.012
60110.098340000026,11.609,0.012
60110.098530000076,11.592,0.012
60110.09871000005,11.592,0.012
60110.0989000001,11.587,0.012
60110.09909000015,11.594,0.012
60110.09927000012,11.593,0.012
60110.17105099978,11.767,0.037
60110.17210099986,11.735,0.040
60110.17315099994,11.747,0.026
60110.17418800015,11.752,0.080
60110.17522400012,11.756,0.095
60110.913000000175,11.577,0.004
60111.096400000155,11.672,0.021
60111.096590000205,11.691,0.021
60111.09677000018,11.676,0.020
60111.09696000023,11.671,0.019
60111.0971400002,11.684,0.021
60111.097329999786,11.66,0.021
60111.097519999836,11.67,0.020
60111.09769999981,11.676,0.019
60111.09788999986,11.653,0.020
60111.09806999983,11.662,0.020
60111.09825999988,11.688,0.020
60111.09844999993,11.682,0.019
60111.098629999906,11.664,0.019
60111.098819999956,11.631,0.018
60111.09899999993,11.652,0.017
60111.09918999998,11.664,0.017
60111.09936999995,11.678,0.017
60111.09956,11.677,0.017
60111.09975000005,11.655,0.017
60111.099930000026,11.662,0.017
60111.100120000076,11.66,0.017
60111.10030000005,11.67,0.017
60111.1004900001,11.687,0.017
60111.10067000007,11.667,0.017
60111.10086000012,11.666,0.017
60111.10105000017,11.67,0.018
60111.101230000146,11.676,0.017
60111.101420000196,11.665,0.018
60111.10160999978,11.675,0.018
60111.10179000022,11.647,0.018
60111.908999999985,11.606,0.004
60112.840712999925,11.76,0.086
60112.91000000015,11.67,0.004
60113.9160000002,11.813,0.004
60114.09645000007,11.754,0.015
60114.09664000012,11.75,0.015
60114.09683000017,11.758,0.015
60114.09701000014,11.737,0.015
60114.09720000019,11.758,0.015
60114.09738000017,11.75,0.015
60114.09757000022,11.755,0.015
60114.0977599998,11.747,0.016
60114.097939999774,11.752,0.016
60114.098129999824,11.765,0.016
60114.0983099998,11.743,0.016
60114.09849999985,11.749,0.016
60114.09867999982,11.759,0.016
60114.09886999987,11.753,0.016
60114.09905999992,11.74,0.016
60114.099239999894,11.746,0.016
60114.099429999944,11.75,0.016
60114.09960999992,11.746,0.017
60114.09979999997,11.744,0.017
60114.09999000002,11.749,0.017
60114.841579999775,11.84,0.024
60114.855409999844,11.915,0.0157
60114.856809999794,11.905,0.0167
60114.85821999982,11.912,0.0160
60114.86108000018,11.909,0.0156
60114.91000000015,11.951,0.004
60115.882435000036,11.6923,0.0235
60115.88351299986,11.6927,0.0241
60115.88458399987,11.6571,0.0220
60115.885656000115,11.6866,0.0253
60115.886727999896,11.6836,0.0225
60115.8877989999,11.7042,0.0230
60115.88887100015,11.6767,0.0228
60115.994609999936,11.886,0.048
60116.93000000017,11.827,0.003
60117.03769699996,11.358,0.120
60117.038137000054,11.489,0.121
60117.038575999904,11.468,0.107
60117.039005000144,11.484,0.143
60117.039443999995,11.47,0.166
60117.03987299977,11.444,0.114
60117.040312000085,11.478,0.176
60117.04074099986,11.468,0.147
60117.04118099995,11.467,0.176
60117.04160899995,11.463,0.106
60117.04204900004,11.511,0.146
60117.04247700004,11.448,0.164
60117.04291700013,11.479,0.197
60117.04334500013,11.411,0.141
60117.04378500022,11.501,0.149
60117.044224999845,11.382,0.157
60117.044652999844,11.478,0.071
60117.045092999935,11.387,0.157
60117.045531999785,11.453,0.142
60117.045961000025,11.464,0.154
60117.90599999996,11.86,0.004
60117.921961999964,11.842,0.006
60117.92219300009,11.846,0.006
60117.92243599985,11.852,0.006
60117.92267900007,11.851,0.006
60117.92316599982,11.854,0.006
60117.92339699995,11.856,0.006
60117.92364000017,11.859,0.006
60117.92412600014,11.862,0.006
60117.92435800005,11.868,0.006
60117.9246009998,11.867,0.006
60117.92484400002,11.866,0.006
60117.92508699978,11.866,0.006
60117.92556100013,11.869,0.006
60117.92580399988,11.864,0.006
60117.9260470001,11.857,0.006
60117.92627900001,11.857,0.006
60117.92676499998,11.859,0.006
60117.9270080002,11.86,0.006
60118.96799999988,12.109,0.004
60119.913000000175,11.836,0.004
60119.93881999981,12.109,0.889
60119.957008,11.895,0.007
60119.95725100022,11.899,0.007
60119.95748300012,11.898,0.007
60119.95772599988,11.904,0.007
60119.9579690001,11.907,0.007
60119.95821199985,11.901,0.007
60119.95844299998,11.896,0.007
60119.9586860002,11.9,0.007
60119.95892899996,11.904,0.007
60119.95917200018,11.899,0.007
60119.95941600017,11.896,0.007
60119.959646999836,11.899,0.007
60119.95989000006,11.889,0.007
60119.96013299981,11.898,0.007
60119.96036500018,11.892,0.007
60119.960607999936,11.895,0.007
60119.96186899999,11.894,0.007
60120.8409330002,11.97,0.022
60120.91900000023,11.672,0.004
60121.99599999981,11.845,0.005
60123.98199999984,11.911,0.007
60124.05379599985,11.802,0.176
60124.05423599994,11.712,0.102
60124.05466399994,11.748,0.210
60124.05510400003,11.825,0.162
60124.05553200003,11.734,0.122
60124.05597200012,12.087,0.106
60124.05640000012,11.834,0.113
60124.05684000021,11.778,0.143
60124.05727999983,11.65,0.125
60124.05770799983,12.117,0.192
60124.058147999924,11.632,0.070
60124.05857599992,11.792,0.124
60124.059016000014,11.557,0.063
60124.05944400001,12.147,0.169
60124.059884000104,11.623,0.113
60124.851795000024,12.05,0.041
60125.11654100008,12.127,0.025
60125.12238099985,12.069,0.111
60125.16337099997,12.027,0.064
60125.16552799987,12.157,0.105
60125.94374000002,12.108,0.047
60125.96799999988,12.128,0.008
60126.961999999825,12.202,0.010
60127.021069999784,12.029,0.003
60127.84164999984,12.071,0.027
60127.91000000015,11.98,0.009
60127.942850000225,12.108,0.047
60129.98542799987,12.242,0.548
60129.98585599987,11.961,0.250
60129.98629599996,12.219,0.441
60129.98716400005,12.032,0.093
60129.98847200023,11.952,0.102
60129.98890000023,12.143,0.124
60129.989769000094,12.177,0.282
60129.990207999945,12.161,0.304
60129.990648000035,12.389,0.352
60130.1321899998,12.107,0.063
60130.133103999775,12.096,0.068
60130.13408199977,12.152,0.073
60130.13506199978,12.119,0.029
60130.1360650002,12.161,0.034
60130.926899999846,12.253,0.062
60130.950999999885,12.002,0.007
60131.91017899988,12.081,0.007
60131.9106660001,12.093,0.007
60131.91090899985,12.089,0.007
60131.91115200007,12.103,0.007
60131.913732999936,12.095,0.007
60131.913976000156,12.098,0.007
60131.91421899991,12.093,0.007
60131.91446200013,12.095,0.007
60131.91470499989,12.085,0.007
60131.914936000016,12.082,0.007
60131.91517899977,12.084,0.007
60131.915897000115,12.087,0.007
60131.9187210002,12.086,0.007
60131.91896399995,12.083,0.007
60131.91920700017,12.087,0.007
60132.91133099981,12.105,0.009
60132.91196799977,12.099,0.009
60132.91213000007,12.107,0.009
60132.912279999815,12.103,0.009
60132.91244200012,12.112,0.009
60132.912603999954,12.103,0.009
60132.91276599979,12.106,0.009
60132.91380999982,12.099,0.015
60132.91428200016,12.103,0.009
60132.914443999995,12.112,0.009
60132.91590300016,12.101,0.009
60132.91696800012,12.112,0.009
60132.91712999996,12.104,0.009
60132.917291999795,12.105,0.009
60132.91813699994,12.105,0.009
60132.91844899999,12.096,0.009
60132.918610999826,12.103,0.009
60132.91876199981,12.097,0.009
60132.973575000186,12.201,0.031
60133.003000000026,12.062,0.006
60133.876302000135,12.127,0.011
60133.87645300012,12.112,0.011
60133.876602999866,12.127,0.011
60133.876742000226,12.115,0.011
60133.87689199997,12.116,0.011
60133.87704299996,12.13,0.011
60133.87718199985,12.122,0.011
60133.87733200006,12.123,0.011
60133.87748300005,12.124,0.011
60133.87791100005,12.133,0.011
60133.87821199978,12.14,0.011
60133.87835100014,12.124,0.011
60133.87865199987,12.124,0.011
60133.90522000007,12.136,0.027
60133.9160000002,12.072,0.004
60134.8405960002,12.241,0.039
60134.96499999985,12.056,0.005
60135.919999999925,12.079,0.006
60136.84278099984,12.241,0.056
60136.955000000075,12.006,0.011
60136.98883099994,12.212,0.150
60136.989258999936,12.065,0.138
60136.98969900003,12.129,0.132
60136.99012700003,11.993,0.075
60136.99056700012,12.087,0.111
60136.99099500012,12.161,0.313
60136.99143500021,12.31,0.076
60136.99230299983,11.994,0.234
60136.99493099982,12.204,0.354
60137.96799999988,12.043,0.008
60139.90333000012,12.2,0.026
60140.92903000023,12.214,0.010
60140.95399999991,12.223,0.021
60141.913000000175,12.176,0.005
60141.979989999905,12.243,0.003
60142.08248900017,12.183,0.103
60142.08365799999,12.265,0.075
60142.08480500011,12.207,0.093
60142.08592600003,12.203,0.044
60142.08704699995,12.197,0.125
60142.89900000021,12.159,0.005
60143.94100000011,12.205,0.009
60144.97200000007,12.222,0.019
60145.944000000134,12.495,0.005
60145.98032400012,12.218,0.069
60145.98076400021,12.309,0.073
60145.981203999836,12.244,0.107
60145.98164399993,12.387,0.278
60145.98208299978,12.217,0.142
60145.98252299987,12.49,0.108
60145.98296299996,12.159,0.063
60145.98340300005,12.426,0.206
60145.98384300014,11.838,0.237
60145.98428199999,12.424,0.205
60145.98472200008,12.33,0.226
60145.98516200017,12.268,0.141
60145.9856019998,12.144,0.090
60145.98604199989,12.05,0.143
60146.89617000008,12.316,0.020
60146.93399999989,12.33,0.006
60147.89509999985,12.33,0.004
60148.88469999982,12.512,0.006
60149.9402999999,12.369,0.007
60150.951400000136,12.47,0.008
60151.01598000014,12.398,0.002
60151.961800000165,12.373,0.008
60152.859184000175,12.447,0.003
60152.85953099979,12.454,0.003
60152.85988999996,12.456,0.003
60152.860249000136,12.461,0.003
60152.86141799996,12.456,0.003
60152.86177700013,12.458,0.003
60152.86212400021,12.454,0.003
60152.86248299992,12.449,0.003
60152.86337399995,12.45,0.003
60152.86373300012,12.448,0.003
60152.8640800002,12.456,0.003
60152.90139999986,12.437,0.005
60153.95069999993,12.445,0.009
60154.896410000045,12.544,0.020
60154.90560000017,12.536,0.005
60156.878000000026,12.55,0.012
60157.93060000008,12.624,0.058
60158.8777999999,12.639,0.007
60159.865220000036,12.703,0.003
60159.865637000185,12.705,0.003
60159.866041999776,12.701,0.003
60159.86645800015,12.7,0.003
60159.86687499983,12.709,0.003
60159.86729199998,12.71,0.003
60159.86769700004,12.713,0.003
60159.868112999946,12.709,0.003
60159.86894699978,12.703,0.003
60159.869351999834,12.702,0.003
60159.86976899998,12.705,0.003
60159.8777999999,12.696,0.006
60161.90546000004,12.89,0.026
60161.9188000001,12.892,0.007
60162.90584000014,13.1,0.004
60162.908999999985,12.96,0.005
60163.88819999993,13.106,0.006
60166.818190999795,13.697,0.044
60167.90139999986,13.809,0.041
60168.82322099991,13.966,0.024
60169.91250000009,13.97,0.013
60170.89859999996,14.191,0.024
60171.87429999979,14.198,0.013
60173.86739999987,14.279,0.015
60176.80870700022,14.29,0.053
60177.92608000012,14.238,0.008
60179.799877999816,14.357,0.060
60180.95069999993,14.41,0.057
60182.78019199986,14.413,0.046
60182.781783999875,14.343,0.059
60183.91940000001,14.498,0.061
60184.89859999996,14.502,0.032
60185.87080000015,14.511,0.031
60186.94380000001,14.559,0.083
60187.77222699998,14.444,0.135
60189.93926999997,14.332,0.012
60190.08678000001,14.295,0.011
60190.08751499979,14.293,0.011
60190.08825000003,14.295,0.011
60190.088986000046,14.287,0.011
60190.08972099982,14.278,0.011
60190.09045699984,14.262,0.011
60190.091192999855,14.24,0.011
60190.09192899987,14.258,0.011
60190.09266600013,14.24,0.011
60190.093402000144,14.267,0.011
60190.09413699992,14.278,0.011
60190.094872999936,14.265,0.011
60190.09560499992,14.234,0.011
60191.78874000022,14.54,0.018
60191.837512,14.193,0.008
60191.837927999906,14.197,0.008
60191.838345000055,14.217,0.008
60191.83875000011,14.242,0.009
60191.839166999795,14.218,0.008
60191.83958300017,14.208,0.008
60191.89859999996,14.417,0.045
60192.90560000017,14.502,0.020
60193.89859999996,14.595,0.020
60194.88469999982,14.513,0.019
60195.83880800009,14.222,0.011
60195.8393290001,14.247,0.011
60195.83986099996,14.235,0.011
60195.84039400006,14.254,0.011
60195.840913999826,14.249,0.011
60195.841446999926,14.252,0.011
60195.841978999786,14.266,0.011
60195.842499999795,14.235,0.011
60195.8777999999,14.484,0.027
60197.85000000009,14.546,0.031
60198.76150800008,14.541,0.035
60199.82033600006,14.242,0.011
60199.82086799992,14.277,0.011
60199.82138899993,14.284,0.011
60199.82192099979,14.286,0.011
60199.82245399989,14.242,0.011
60199.82298600022,14.262,0.011
60199.82350700023,14.243,0.011
60199.82403900009,14.268,0.011
60199.82457200019,14.277,0.011
60199.82510400005,14.265,0.011
60199.825625000056,14.314,0.011
60202.75803000014,14.636,0.047
60202.8777999999,14.699,0.020
60203.939809999894,14.804,0.22
60205.839600000065,14.706,0.036
60206.7523810002,14.617,0.040
60206.86040000012,14.591,0.021
60207.86040000012,14.625,0.023
60208.839600000065,14.691,0.027
60212.73821699992,14.663,0.056
60213.849299999885,14.765,0.073
60214.82989999978,14.782,0.071
60218.74216999998,14.732,0.034
60219.82290000003,14.793,0.067
60224.846499999985,14.875,0.049
60225.71625899989,14.716,0.035
60228.720337999985,14.803,0.081
60228.81880000001,14.943,0.073
60229.82920000004,14.808,0.030
60230.81939999992,14.991,0.045
60231.81880000001,14.834,0.040
60234.70599800022,15.064,0.373
60235.81880000001,14.819,0.038
60239.702076999936,14.983,0.097
60241.80489999987,14.961,0.071
60252.68606700003,14.97,0.102
60253.24580000015,15.046,0.063
60257.23890000023,15.087,0.053
60259.24239999987,15.086,0.039
60260.23540000012,15.215,0.090
60262.26670000004,15.172,0.078
60264.263900000136,15.204,0.042
60266.24239999987,15.326,0.038
60267.2285000002,15.255,0.039
60276.18330000015,15.44,0.770
60291.25630000001,15.648,0.036
60297.99336999981,15.554,0.05
