JD;mag;uncert;band;by;comCode;compStar1;compStar2;charts;comment;transformed;airmass;val;cmag;kmag;starName;obsAffil;mtype;adsRef;digitizer;credit;obsID;fainterThan;obsType;software;obsName;obsCountry
2460145.69353;13.337;0.005;B;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=13.120|CREFERR=0.068|CREFMAG=12.572|CX=1.1827|KMAGINS=15.191|KMAGSTD=14.643|KMAGTRAN=14.744|KREFERR=0.091|KREFMAG=14.699|KX=1.1845|TAVER=2.60|TB_BV=0.3080|TB_BVERR=0.0050|VERR=0.005|VMAGINS=13.757|VMAGSTD=13.209|VX=1.1840;1;1.181;Z;13.120;15.191;SN 2023IXF;AAVSO;STD;;;;1300572685;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460145.69513;11.756;0.008;R;CCHD;;119;123;X28721FH;|OBSERVAT=SUPRA SOLEM OBSERVATORY|CMAGINS=-7.562|CREFMAG=11.528|KMAGINS=-7.243|KMAGSTD=11.843|KREFMAG=11.911|TR_VR=-0.181|VMAGINS=-7.318;1;1.165;Z;-7.562;-7.243;SN 2023IXF;AAVSO;STD;;;;1299642663;0;CCD;VPHOT 4.0.35;CYNAMON, CHARLES;US
2460145.69770;11.498;0.004;I;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=13.160|CREFERR=0.063|CREFMAG=11.134|CX=1.1937|KMAGINS=14.712|KMAGSTD=12.686|KMAGTRAN=12.672|KREFERR=0.074|KREFMAG=12.698|KX=1.1955|TAVER=2.60|TI_VI=-0.0440|TI_VIERR=0.0050|VERR=0.004|VMAGINS=13.519|VMAGSTD=11.493|VX=1.1949;1;1.192;Z;13.160;14.712;SN 2023IXF;AAVSO;STD;;;;1300572966;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460145.69832;11.506;0.004;I;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=13.159|CREFERR=0.063|CREFMAG=11.134|CX=1.1953|KMAGINS=14.729|KMAGSTD=12.704|KMAGTRAN=12.689|KREFERR=0.074|KREFMAG=12.698|KX=1.1972|TAVER=2.60|TI_VI=-0.0440|TI_VIERR=0.0050|VERR=0.004|VMAGINS=13.526|VMAGSTD=11.501|VX=1.1966;1;1.194;Z;13.159;14.729;SN 2023IXF;AAVSO;STD;;;;1300572967;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460145.69893;11.507;0.004;I;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=13.157|CREFERR=0.063|CREFMAG=11.134|CX=1.1970|KMAGINS=14.722|KMAGSTD=12.699|KMAGTRAN=12.686|KREFERR=0.074|KREFMAG=12.698|KX=1.1988|TAVER=2.60|TI_VI=-0.0440|TI_VIERR=0.0050|VERR=0.004|VMAGINS=13.525|VMAGSTD=11.502|VX=1.1983;1;1.195;Z;13.157;14.722;SN 2023IXF;AAVSO;STD;;;;1300572968;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460145.69954;11.523;0.004;I;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=13.150|CREFERR=0.063|CREFMAG=11.134|CX=1.1986|KMAGINS=14.713|KMAGSTD=12.697|KMAGTRAN=12.683|KREFERR=0.074|KREFMAG=12.698|KX=1.2005|TAVER=2.60|TI_VI=-0.0440|TI_VIERR=0.0050|VERR=0.004|VMAGINS=13.533|VMAGSTD=11.517|VX=1.2000;1;1.197;Z;13.150;14.713;SN 2023IXF;AAVSO;STD;;;;1300572969;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460145.70016;11.513;0.004;I;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=13.148|CREFERR=0.063|CREFMAG=11.134|CX=1.2003|KMAGINS=14.694|KMAGSTD=12.680|KMAGTRAN=12.666|KREFERR=0.074|KREFMAG=12.698|KX=1.2022|TAVER=2.60|TI_VI=-0.0440|TI_VIERR=0.0050|VERR=0.004|VMAGINS=13.522|VMAGSTD=11.508|VX=1.2017;1;1.199;Z;13.148;14.694;SN 2023IXF;AAVSO;STD;;;;1300572970;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460146.35949;12.320;0.005;V;TRT;;ENSEMBLE;128;X28720CB;;0;1.201;Z;;12.835;SN 2023IXF;MCSE;STD;;;;1299648686;0;CCD;NOAO/IRAF V2.16.1;Tordai, Tamás;HU
2460146.36555;13.279;0.008;B;TRT;;ENSEMBLE;128;X28720CB;;0;1.229;Z;;13.553;SN 2023IXF;MCSE;STD;;;;1299648685;0;CCD;NOAO/IRAF V2.16.1;Tordai, Tamás;HU
2460146.367627;12.295;0.003;V;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.17;Z;;14.043;SN 2023IXF;AAVSO;STD;;;;1299649928;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.369132;12.302;0.003;V;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.17;Z;;14.018;SN 2023IXF;AAVSO;STD;;;;1299649929;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.370787;12.300;0.003;V;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.18;Z;;14.024;SN 2023IXF;AAVSO;STD;;;;1299649930;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.372292;12.303;0.003;V;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.18;Z;;14.029;SN 2023IXF;AAVSO;STD;;;;1299649931;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.374317;13.282;0.004;B;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.19;Z;;14.545;SN 2023IXF;AAVSO;STD;;;;1299649920;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.37569;12.3;;Vis.;FERA;;12.3;;X28720YM;;;;Z;;;SN 2023IXF;AAVSO;;;;;1299655383;0;Visual;;FABRIGAT, Eric;FR
2460146.376551;13.300;0.004;B;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.19;Z;;14.522;SN 2023IXF;AAVSO;STD;;;;1299649921;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.378900;13.283;0.004;B;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.20;Z;;14.553;SN 2023IXF;AAVSO;STD;;;;1299649922;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.381111;13.302;0.004;B;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.20;Z;;14.529;SN 2023IXF;AAVSO;STD;;;;1299649923;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.383137;11.744;0.003;R;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.21;Z;;13.636;SN 2023IXF;AAVSO;STD;;;;1299649924;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.38461;12.299;0.011;V;DUBF;;000-BKD-528;000-BKD-578;X28720CFJ;STANDARD MAG: C = 11.948 K = 12.319;0;2.40;Z;17.994;18.356;SN 2023IXF;VVS;STD;;;;1299649904;0;CCD;LESVEPHOTOMETRY V1.2.0.95;Dubois, Franky;BE
2460146.384641;11.751;0.003;R;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.22;Z;;13.629;SN 2023IXF;AAVSO;STD;;;;1299649925;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.386285;11.746;0.003;R;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.22;Z;;13.622;SN 2023IXF;AAVSO;STD;;;;1299649926;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.386324;13.196;0.032;B;IMA;;ENSEMBLE;;X28721WN;;0;1.269;Z;;;SN 2023IXF;UAI;STD;;;;1299982479;0;CCD;TYCHO 10.6.1;Iozzi, Marco;IT
2460146.38640;13.308;0.021;B;DUBF;;000-BKD-528;000-BKD-578;X28720CFJ;STANDARD MAG: C = 12.572 K = 13.057;0;2.43;Z;18.477;18.912;SN 2023IXF;VVS;STD;;;;1299649905;0;CCD;LESVEPHOTOMETRY V1.2.0.95;Dubois, Franky;BE
2460146.386810;12.341;0.055;V;IMA;;ENSEMBLE;;X28721WN;;0;1.270;Z;;;SN 2023IXF;UAI;STD;;;;1299982495;0;CCD;;Iozzi, Marco;IT
2460146.387238;11.843;0.024;R;IMA;;ENSEMBLE;;X28721WN;;0;1.272;Z;;;SN 2023IXF;UAI;STD;;;;1299982481;0;CCD;TYCHO 10.6.1;Iozzi, Marco;IT
2460146.387824;11.741;0.003;R;SHPI;;ENSEMBLE;000-BKD-534;X28720YV;;0;1.22;Z;;13.632;SN 2023IXF;AAVSO;STD;;;;1299649927;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460146.38819;11.774;0.006;R;DUBF;;000-BKD-528;000-BKD-578;X28720CFJ;STANDARD MAG: C = 11.528 K = 11.911;0;2.46;Z;17.415;17.766;SN 2023IXF;VVS;STD;;;;1299649906;0;CCD;LESVEPHOTOMETRY V1.2.0.95;Dubois, Franky;BE
2460146.38963;11.516;0.010;I;DUBF;;000-BKD-528;000-BKD-578;X28720CFJ;STANDARD MAG: C = 11.134 K = 11.528;0;2.48;Z;18.194;18.582;SN 2023IXF;VVS;STD;;;;1299649907;0;CCD;LESVEPHOTOMETRY V1.2.0.95;Dubois, Franky;BE
2460146.41749;12.33;;V;LFEA;;CAL;;X28720TA;;0;2.428;Z;13.85;;SN 2023IXF;;STD;;;;1299648582;0;CCD;FOTODIFSN 2.18;Limon, Fernando;ES
2460146.43160;11.84;;R;LFEA;;CAL;;X28720TA;;0;2.428;Z;13.31;;SN 2023IXF;;STD;;;;1299648583;0;CCD;FOTODIFSN 2.18;Limon, Fernando;ES
2460146.4403;12.43;;Vis.;DPV;;12.3;12.8;X28720DK;;;;Z;;;SN 2023IXF;VSNET;;;;;1299654533;0;Visual;LIBRE OFFICE CALC;Dubovský, Pavol;SK
2460146.442;12.4;;Vis.;PYG;;119-5;;AAVSO X28720BOM;;;;Z;;;SN 2023IXF;BAA-VSS;;;;;1299658953;0;Visual;EXCEL;Poyner, Gary;GB
2460146.444;12.495;0.005;CV;PYG;;119;;AAVSO X28720XV;SLOOH;0;;Z;11.9;;SN 2023IXF;BAA-VSS;STD;;;;1299651757;0;CCD;AIP4WIN;Poyner, Gary;GB
2460146.44603;12.252;0.040;TG;WGUA;;ENSEMBLE;117;X28720AUX;SLOOH - CANARY 2|KMAGINS=-7.257|KMAGSTD=11.731|KREFERR=0.040|KREFMAG=11.735|VMAGINS=-6.736;0;1.429;Z;;11.731;SN 2023IXF;AAVSO;STD;;;;1299689103;0;CCD;VPHOT 4.0.35;Williamson, Guy;GB
2460146.480324;12.218;0.069;CV;NGED;;ENSEMBLE;;;;0;1.980;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648714;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.480764;12.309;0.073;CV;NGED;;ENSEMBLE;;;;0;1.983;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648715;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.481204;12.244;0.107;CV;NGED;;ENSEMBLE;;;;0;1.985;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648716;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.481644;12.387;0.278;CV;NGED;;ENSEMBLE;;;;0;1.987;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648717;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.482083;12.217;0.142;CV;NGED;;ENSEMBLE;;;;0;1.989;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648718;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.482523;12.490;0.108;CV;NGED;;ENSEMBLE;;;;0;1.992;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648719;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.482963;12.159;0.063;CV;NGED;;ENSEMBLE;;;;0;1.994;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648720;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.483403;12.426;0.206;CV;NGED;;ENSEMBLE;;;;0;1.996;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648721;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.483843;11.838;0.237;CV;NGED;;ENSEMBLE;;;;0;1.999;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648722;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.484282;12.424;0.205;CV;NGED;;ENSEMBLE;;;;0;2.001;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648723;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.484722;12.330;0.226;CV;NGED;;ENSEMBLE;;;;0;2.003;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648724;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.485162;12.268;0.141;CV;NGED;;ENSEMBLE;;;;0;2.006;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648725;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.485602;12.144;0.090;CV;NGED;;ENSEMBLE;;;;0;2.008;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648726;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.486042;12.050;0.143;CV;NGED;;ENSEMBLE;;;;0;2.011;Z;;;SN 2023IXF;AAVSO;STD;;;;1299648727;0;CCD;TYCHO 10.3.1;Nobre, Geovandro;BR
2460146.59448;12.347;0.013;V;HTW;;140;138;X28784AFZ;|OBSERVAT=PEAR TREE OBSERVATORY|CMAGINS=-6.720|CREFERR=0.074|CREFMAG=13.991|KMAGINS=-6.904|KMAGSTD=13.807|KREFERR=0.046|KREFMAG=13.801|VMAGINS=-8.364;0;1.212;Z;-6.720;-6.904;SN 2023IXF;AAVSO;STD;;;;1299664265;0;CCD;VPHOT 4.0.35;HAUGH, THOMAS;US
2460146.59789;11.745;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.164;Z;;13.351;SN 2023IXF;AAVSO;STD;;;;1299654803;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.598979;12.381;0.052;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.167;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654784;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.60013;13.263;0.0237;B;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541842;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->B MAX(STDEV:2/SNR) USED FOR MERR.;0;1.170;Z;;14.705;SN 2023IXF;AAVSO;STD;;;;1299654812;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.60084;11.710;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.172;Z;;13.349;SN 2023IXF;AAVSO;STD;;;;1299654804;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.601909;12.414;0.063;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.175;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654785;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.60377;11.680;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.179;Z;;13.336;SN 2023IXF;AAVSO;STD;;;;1299654805;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.604849;12.398;0.027;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.182;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654786;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.605468;12.3176;;V;MJAX;;ENSEMBLE;;K;;0;;Z;;;SN 2023IXF;AAVSO;STD;;;;1304024157;0;CCD;MANUAL;Medin, Jacob;
2460146.605468;13.1404;;B;MJAX;;ENSEMBLE;;K;;0;;Z;;;SN 2023IXF;AAVSO;STD;;;;1304024156;0;CCD;MANUAL;Medin, Jacob;
2460146.605966;12.3039;;V;MJAX;;ENSEMBLE;;K;;0;;Z;;;SN 2023IXF;AAVSO;STD;;;;1304024189;0;CCD;MANUAL;Medin, Jacob;
2460146.605966;13.1189;;B;MJAX;;ENSEMBLE;;K;;0;;Z;;;SN 2023IXF;AAVSO;STD;;;;1304024188;0;CCD;MANUAL;Medin, Jacob;
2460146.606457;12.3093;;V;MJAX;;ENSEMBLE;;K;;0;;Z;;;SN 2023IXF;AAVSO;STD;;;;1304024221;0;CCD;MANUAL;Medin, Jacob;
2460146.606457;13.1388;;B;MJAX;;ENSEMBLE;;K;;0;;Z;;;SN 2023IXF;AAVSO;STD;;;;1304024220;0;CCD;MANUAL;Medin, Jacob;
2460146.60671;11.695;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.187;Z;;13.362;SN 2023IXF;AAVSO;STD;;;;1299654806;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.607787;12.409;0.033;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.190;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654787;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.60894;13.284;0.0237;B;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541842;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->B MAX(STDEV:2/SNR) USED FOR MERR.;0;1.193;Z;;14.703;SN 2023IXF;AAVSO;STD;;;;1299654813;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.60964;11.672;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.195;Z;;13.327;SN 2023IXF;AAVSO;STD;;;;1299654807;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.610734;12.400;0.066;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.198;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654788;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.61188;13.288;0.0237;B;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541842;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->B MAX(STDEV:2/SNR) USED FOR MERR.;0;1.201;Z;;14.762;SN 2023IXF;AAVSO;STD;;;;1299654814;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.613662;12.404;0.030;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.206;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654789;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.61482;13.331;0.0237;B;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541842;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->B MAX(STDEV:2/SNR) USED FOR MERR.;0;1.210;Z;;14.656;SN 2023IXF;AAVSO;STD;;;;1299654815;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.61552;11.712;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.211;Z;;13.326;SN 2023IXF;AAVSO;STD;;;;1299654808;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.616596;12.469;0.055;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.215;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654790;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.61776;13.324;0.0237;B;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541842;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->B MAX(STDEV:2/SNR) USED FOR MERR.;0;1.219;Z;;14.737;SN 2023IXF;AAVSO;STD;;;;1299654816;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.61846;11.690;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.220;Z;;13.353;SN 2023IXF;AAVSO;STD;;;;1299654809;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.619538;12.378;0.074;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.224;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654791;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.62070;13.322;0.0237;B;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541842;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->B MAX(STDEV:2/SNR) USED FOR MERR.;0;1.228;Z;;14.731;SN 2023IXF;AAVSO;STD;;;;1299654817;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.62140;11.685;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.230;Z;;13.207;SN 2023IXF;AAVSO;STD;;;;1299654810;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.622475;12.452;0.059;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.233;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654792;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.62363;13.378;0.0237;B;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541842;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->B MAX(STDEV:2/SNR) USED FOR MERR.;0;1.237;Z;;14.715;SN 2023IXF;AAVSO;STD;;;;1299654818;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.62434;11.728;0.0203;R;PJEE;;ENSEMBLE;000-BKD-533;140338.5+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED ONLINE GAIA->R MAX(STDEV:2/SNR) USED FOR MERR.;0;1.239;Z;;13.289;SN 2023IXF;AAVSO;STD;;;;1299654811;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.3;Philpot, Jerry;US
2460146.625413;12.441;0.052;V;PJEE;;ENSEMBLE;;X28784JM;;0;1.242;Z;;;SN 2023IXF;AAVSO;STD;;;;1299654793;0;CCD;TYCHO 10.5.0;Philpot, Jerry;US
2460146.68852;13.409;0.012;B;CCHD;;119;123;X28721FH;|OBSERVAT=SUPRA SOLEM OBSERVATORY|CMAGINS=-6.839|CREFMAG=12.572|KMAGINS=-6.406|KMAGSTD=13.025|KREFMAG=13.057|TBV=1.279|VMAGINS=-6.086;1;1.157;Z;-6.839;-6.406;SN 2023IXF;AAVSO;STD;;;;1299649966;0;CCD;VPHOT 4.0.35;CYNAMON, CHARLES;US
2460146.69150;12.321;0.008;V;CCHD;;119;123;X28721FH;|OBSERVAT=SUPRA SOLEM OBSERVATORY|CMAGINS=-7.644|CREFMAG=11.948|KMAGINS=-7.297|KMAGSTD=12.293|KREFMAG=12.319|TVR=1.129|VMAGINS=-7.262;1;1.163;Z;-7.644;-7.297;SN 2023IXF;AAVSO;STD;;;;1299649964;0;CCD;VPHOT 4.0.35;CYNAMON, CHARLES;US
2460146.69432;11.774;0.008;R;CCHD;;119;123;X28721FH;|OBSERVAT=SUPRA SOLEM OBSERVATORY|CMAGINS=-7.527|CREFMAG=11.528|KMAGINS=-7.208|KMAGSTD=11.842|KREFMAG=11.911|TR_VR=-0.181|VMAGINS=-7.258;1;1.170;Z;-7.527;-7.208;SN 2023IXF;AAVSO;STD;;;;1299649965;0;CCD;VPHOT 4.0.35;CYNAMON, CHARLES;US
2460146.71849;12.327;0.003;V;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=12.866|CREFERR=0.047|CREFMAG=11.948|CX=1.2665|KMAGINS=14.733|KMAGSTD=13.815|KMAGTRAN=13.818|KREFERR=0.046|KREFMAG=13.801|KX=1.2691|TAVER=2.60|TV_BV=0.0100|TV_BVERR=0.0030|VERR=0.003|VMAGINS=13.241|VMAGSTD=12.323|VX=1.2682;1;1.265;Z;12.866;14.733;SN 2023IXF;AAVSO;STD;;;;1300572846;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460146.71924;12.335;0.003;V;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=12.862|CREFERR=0.047|CREFMAG=11.948|CX=1.2691|KMAGINS=14.715|KMAGSTD=13.801|KMAGTRAN=13.804|KREFERR=0.046|KREFMAG=13.801|KX=1.2718|TAVER=2.60|TV_BV=0.0100|TV_BVERR=0.0030|VERR=0.003|VMAGINS=13.245|VMAGSTD=12.331|VX=1.2709;1;1.268;Z;12.862;14.715;SN 2023IXF;AAVSO;STD;;;;1300572847;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460146.71999;12.333;0.003;V;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=12.851|CREFERR=0.047|CREFMAG=11.948|CX=1.2718|KMAGINS=14.723|KMAGSTD=13.820|KMAGTRAN=13.822|KREFERR=0.046|KREFMAG=13.801|KX=1.2745|TAVER=2.60|TV_BV=0.0100|TV_BVERR=0.0030|VERR=0.003|VMAGINS=13.232|VMAGSTD=12.329|VX=1.2736;1;1.270;Z;12.851;14.723;SN 2023IXF;AAVSO;STD;;;;1300572848;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
2460146.72076;12.326;0.003;V;FJQ;;000-BKD-528;000-BKD-533;X28727UI;NA |CMAGINS=12.858|CREFERR=0.047|CREFMAG=11.948|CX=1.2746|KMAGINS=14.706|KMAGSTD=13.796|KMAGTRAN=13.799|KREFERR=0.046|KREFMAG=13.801|KX=1.2773|TAVER=2.60|TV_BV=0.0100|TV_BVERR=0.0030|VERR=0.003|VMAGINS=13.232|VMAGSTD=12.322|VX=1.2764;1;1.273;Z;12.858;14.706;SN 2023IXF;AAVSO;STD;;;;1300572849;0;CCD;MAXIM DL VERSION 5.23;Foster, James;US
