JD;mag;uncert;band;by;comCode;compStar1;compStar2;charts;comment;transformed;airmass;val;cmag;kmag;starName;obsAffil;mtype;adsRef;digitizer;credit;obsID;fainterThan;obsType;software;obsName;obsCountry
2460059.4375;10.7;;Vis.;SJUA;;103;117;X28809AQ;I printed the chart that day but can't find it now... So I have generated a new chart.;;;Z;;;SN 2023ixf;AAVSO;;;;;1299931861;0;Visual;;Simón López-Villalta, Julián;ES
2460083.382465;17.934;0.143;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184731;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.385960;17.101;0.109;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184732;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.389595;17.435;0.110;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184733;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.393088;17.359;0.140;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184734;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.396583;17.512;0.169;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184735;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.400294;17.110;0.092;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184736;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.404406;17.156;0.076;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184737;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.417955;17.232;0.110;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184738;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.421449;17.492;0.123;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184739;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.424943;17.382;0.115;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184740;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.428683;17.252;0.103;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184741;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.432177;17.281;0.122;CV;USO01;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299184742;0;CCD;TYCHO 10.3.2;Poppe, Bjoern;DE
2460083.568;17.3;;U;LSAC;BUWY;;;F-scale chart;;0;;Z;17.3;;SN 2023ixf;AAVSO;STD;;;;1299279504;0;PEP;;LaRiccia, Salvatore;US
2460084.71806;13.5;;Vis.;KRB;;130;138;X28720BJU;Used Z UMi chart;;;Z;;;SN 2023ixf;AAVSO;;;;;1299034528;0;Visual;;King, Robert;US
2460084.72742;13.523;0.011;V;TRE;;ENSEMBLE;117;X28719ZX;BESSEL V 5X180SEC SOME WILDFIRE SMOKE|KMAG=11.723|KMAGINS=-7.459|KREFERR=0.040|KREFMAG=11.735|VMAGINS=-5.658;0;1.050;Z;;11.723;SN 2023IXF;AAVSO;STD;;;;1299015847;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460084.72854;13.449;0.029;B;SPP;;ENSEMBLE;140;230526;EIGHT STAR ENSEMBLE|KMAG=14.548|KMAGINS=-5.072|KREFMAG=14.557|TBV=0.992|VMAGINS=-6.176 | image calibrated BDF, but this was not noted in header;1;;Z;;14.548;SN 2023IXF;AAVSO;STD;;;;1299162294;0;CCD;;Sullivan, Phil;US
2460084.73418;13.583;0.011;V;SPP;;ENSEMBLE;140;230526;EIGHT STAR ENSEMBLE|KMAG=13.957|KMAGINS=-5.896|KREFMAG=13.991|TV_BV=0|VMAGINS=-6.271image calibrated BDF but this was not noted in header;1;;Z;;13.957;SN 2023IXF;AAVSO;STD;;;;1299162293;0;CCD;;Sullivan, Phil;US
2460084.73957;13.522;0.058;I;SPP;;ENSEMBLE;140;230606;EIGHT STAR ENSEMBLE|KMAG=13.192|KMAGINS=-5.401|KREFMAG=13.197|TI_VI=-0.016|VMAGINS=-5.083;1;;Z;;13.192;SN 2023IXF;AAVSO;STD;;;;1299162057;0;CCD;VPHOT 4.0.34;Sullivan, Phil;US
2460084.74103;13.513;0.010;B;TRE;;ENSEMBLE;117;X28719ZX;BESSEL B AVG 4X240 SEC 305MM SCT SOME WF SMOKE|KMAG=12.315|KMAGINS=-6.450|KREFERR=0.057|KREFMAG=12.268|VMAGINS=-5.253;0;1.066;Z;;12.315;SN 2023IXF;AAVSO;STD;;;;1299015845;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460084.75600;13.404;0.016;I;TRE;;ENSEMBLE;117;X28719ZX;AVG 6X180SEC 305MMSCT SOME WILDFIRE SMOKE|KMAG=11.030|KMAGINS=-7.431|KREFERR=0.054|KREFMAG=11.006|VMAGINS=-5.058;0;1.088;Z;;11.030;SN 2023IXF;AAVSO;STD;;;;1299015846;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460084.9521;13.05;0.003;V;FRF;;123;138;X28719AET;;0;;Z;13.641;14.138;SN 2023ixf;MCSE;STD;;;;1299027673;0;CCD;;Fidrich, Robert;HU
2460085.335480;12.293;0.025;CV;UMAA;;ENSEMBLE;;;;0;;Z;;;SN 2023IXF;;STD;;;;1299027705;0;CCD;TYCHO 10.2.2;Urbanik, Marian;SK
2460085.35;12.1;;Vis.;BOZ;;119;123;230520;;;;Z;;;SN 2023IXF;MCSE;;;;;1299019648;0;Visual;VOBS VERSION 2.2.0;Bago, Balazs;HU
2460085.36319;12.2;;CV;WKL;U;;;X28720RH;;0;;Z;11.9;;SN 2023ixf;BAV;STD;;;;1299021264;0;CCD;;Wenzel, Klaus;DE
2460085.374102;11.995;0.018;B;VJCA;;ENSEMBLE;138;X28720AC;BRIGHT SUPERNOVA IN M101 - LCO GLOBAL 0M4 TELESCOPE AT TEIDE OBSERVATORY|KMAG=14.650|KMAGINS=-5.070|KREFMAG=14.699|KREFERR=0.091|VMAGINS=-7.725;0;1.237;Z;;14.650;SN 2023IXF;LIADA;STD;;;;1299023382;0;CCD;ASTROIMAGEJ AAVSO VARIABLE STAR REPORT MACRO REV. 1.4;Vannini, Julio;US
2460085.39444;12.37;0.06;CV;BDAD;K;ensemble;;Astrometrica;0.25-m f/8 Ritchey-Chretien with QHY42 cmos camera, location IAU observatory Z80;0;;Z;;;SN 2023ixf;;STD;;;;1299040265;0;CCD;;Bamberger, Daniel;DE
2460085.39567;12.226;0.006;V;TRT;;ENSEMBLE;128;X28720CB;;0;1.010;Z;;12.831;SN 2023IXF;MCSE;STD;;;;1299046758;0;CCD;NOAO/IRAF V2.16.1;Tordai, Tamás;HU
2460085.4146;12.1;;Vis.;GZN;;119;123;X28720BBS;;;;Z;;;SN 2023IXF;AAVSO;;;;;1299040645;0;Visual;PLEIONE 4.3;Glez-Herrera, Alfredo;ES
2460085.41667;12.2;;Vis.;DJEG;;123;119;X28720GU;30cm x171 SQM19.3;;;Z;;;SN 2023ixf;VVS;;;;;1299033972;0;Visual;;De Wit, Jef;BE
2460085.435432;12.268;0.005;V;VJCA;;ENSEMBLE;138;X28720LT;BRIGHT SUPERNOVAE IN M101 - LCO GLOBAL 0M4 TELESCOPE IN TENERIFE|KMAG=13.879|KMAGINS=-6.663|KREFMAG=13.801|KREFERR=0.046|VMAGINS=-8.274;0;1.126;Z;;13.879;SN 2023IXF;LIADA;STD;;;;1299022690;0;CCD;ASTROIMAGEJ AAVSO VARIABLE STAR REPORT MACRO REV. 1.4;Vannini, Julio;US
2460085.439338;12.107;0.002;V;SHPI;;ENSEMBLE;;;;0;1.003;Z;;;SN 2023IXF;AAVSO;STD;;;;1299022468;0;CCD;TYCHO 10.3.2;Sharp, Ian;GB
2460085.439656;11.970;0.009;B;VJCA;;ENSEMBLE;138;X28720AC;BRIGHT SUPERNOVA IN M101 - LCO GLOBAL 0M4 TELESCOPE AT TEIDE OBSERVATORY|KMAG=14.689|KMAGINS=-5.058|KREFMAG=14.699|KREFERR=0.091|VMAGINS=-7.777;0;1.123;Z;;14.689;SN 2023IXF;LIADA;STD;;;;1299023381;0;CCD;ASTROIMAGEJ AAVSO VARIABLE STAR REPORT MACRO REV. 1.4;Vannini, Julio;US
2460085.441687;12.113;0.015;V;SHPI;;ENSEMBLE;;;;0;1.004;Z;;;SN 2023IXF;AAVSO;STD;;;;1299022469;0;CCD;TYCHO 10.3.2;Sharp, Ian;GB
2460085.443991;12.112;0.016;V;SHPI;;ENSEMBLE;;;;0;1.004;Z;;;SN 2023IXF;AAVSO;STD;;;;1299022470;0;CCD;TYCHO 10.3.2;Sharp, Ian;GB
2460085.446302;12.110;0.018;V;SHPI;;ENSEMBLE;;;;0;1.005;Z;;;SN 2023IXF;AAVSO;STD;;;;1299022471;0;CCD;TYCHO 10.3.2;Sharp, Ian;GB
2460085.447106;12.073;0.036;TG;KYUB;;ENSEMBLE;;X28720LA;;0;1.062;Z;;;SN 2023IXF;AAVSO;STD;;;;1299078524;0;CCD;MAXIM DL VERSION 5.10;Kozlow, Yurij;UA
2460085.448646;12.108;0.016;V;SHPI;;ENSEMBLE;;;;0;1.006;Z;;;SN 2023IXF;AAVSO;STD;;;;1299022472;0;CCD;TYCHO 10.3.2;Sharp, Ian;GB
2460085.449468;12.283;0.024;R;DPA;;ENSEMBLE;;X28720DNY;;0;1.013;Z;;;SN 2023IXF;VVS;STD;;;;1299067288;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.450220;12.278;0.039;R;DPA;;ENSEMBLE;;X28720DNY;;0;1.014;Z;;;SN 2023IXF;VVS;STD;;;;1299067289;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.450957;12.097;0.013;V;SHPI;;ENSEMBLE;;;;0;1.006;Z;;;SN 2023IXF;AAVSO;STD;;;;1299022473;0;CCD;TYCHO 10.3.2;Sharp, Ian;GB
2460085.450972;12.315;0.026;R;DPA;;ENSEMBLE;;X28720DNY;;0;1.014;Z;;;SN 2023IXF;VVS;STD;;;;1299067290;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.451713;12.292;0.046;R;DPA;;ENSEMBLE;;X28720DNY;;0;1.014;Z;;;SN 2023IXF;VVS;STD;;;;1299067291;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.452951;12.137;0.023;I;DPA;;ENSEMBLE;;X28720DNU;;0;1.015;Z;;;SN 2023IXF;VVS;STD;;;;1299067292;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.453692;12.112;0.034;I;DPA;;ENSEMBLE;;X28720DNU;;0;1.016;Z;;;SN 2023IXF;VVS;STD;;;;1299067293;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.454444;12.227;0.047;I;DPA;;ENSEMBLE;;X28720DNU;;0;1.016;Z;;;SN 2023IXF;VVS;STD;;;;1299067294;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.455197;12.162;0.074;I;DPA;;ENSEMBLE;;X28720DNU;;0;1.017;Z;;;SN 2023IXF;VVS;STD;;;;1299067295;0;CCD;TYCHO 10.1;Diepvens, Alfons;BE
2460085.46181;12.1;;Vis.;DAH;B;119;123;X28720X;;;;Z;;;SN 2023ixf;NAS;;;;;1299019806;0;Visual;;Dahle, Haakon;NO
2460085.47348;11.903;0.052;TG;WGUA;;ENSEMBLE;119;X28720AUX;SLOOH - CANARY 2|KMAG=11.943|KMAGINS=-7.123|KREFERR=0.047|KREFMAG=11.948|VMAGINS=-7.164;0;;Z;;11.943;SN 2023IXF;AAVSO;STD;;;;1299027707;0;CCD;VPHOT 4.0.34;Williamson, Guy;GB
2460085.487361;12.084;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.03;Z;;11.504;SN 2023IXF;AAVSO;STD;;;;1299022559;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.488;12.0;;Vis.;PYG;;119-1;;AAVSO X28720XV;;;;Z;;;SN 2023IXF;BAA-VSS;;;;;1299023575;0;Visual;EXCEL;Poyner, Gary;GB
2460085.489699;12.082;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.03;Z;;11.504;SN 2023IXF;AAVSO;STD;;;;1299022560;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.492315;12.081;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.03;Z;;11.498;SN 2023IXF;AAVSO;STD;;;;1299022561;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.494931;12.077;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.04;Z;;11.500;SN 2023IXF;AAVSO;STD;;;;1299022562;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.497222;12.066;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.04;Z;;11.498;SN 2023IXF;AAVSO;STD;;;;1299022563;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.499549;12.065;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.04;Z;;11.505;SN 2023IXF;AAVSO;STD;;;;1299022564;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.501840;12.075;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.04;Z;;11.499;SN 2023IXF;AAVSO;STD;;;;1299022565;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.504132;12.068;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.05;Z;;11.496;SN 2023IXF;AAVSO;STD;;;;1299022566;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.506470;12.063;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.05;Z;;11.500;SN 2023IXF;AAVSO;STD;;;;1299022567;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.50769;12.25;;V;LFEA;;CAL;;X28720TA;;0;2.428;Z;13.85;;SN 2023IXF;;STD;;;;1299040001;0;CCD;FOTODIFSN 2.18;Limon, Fernando;ES
2460085.508958;12.066;0.003;R;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.05;Z;;11.498;SN 2023IXF;AAVSO;STD;;;;1299022568;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.531;12.05;0.005;CV;PYG;;119;;AAVSO X28720XV;SLOOH;0;;Z;11.9;;SN 2023IXF;BAA-VSS;STD;;;;1299022580;0;CCD;AIP4WIN;Poyner, Gary;GB
2460085.53299;12.11;;R;LFEA;;CAL;;X28720TA;;0;2.428;Z;13.31;;SN 2023IXF;;STD;;;;1299040002;0;CCD;FOTODIFSN 2.18;Limon, Fernando;ES
2460085.539062;11.930;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.10;Z;;12.592;SN 2023IXF;AAVSO;STD;;;;1299022569;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.541389;11.931;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.10;Z;;12.581;SN 2023IXF;AAVSO;STD;;;;1299022570;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.543796;11.931;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.11;Z;;12.575;SN 2023IXF;AAVSO;STD;;;;1299022571;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.546111;11.919;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.11;Z;;12.587;SN 2023IXF;AAVSO;STD;;;;1299022572;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.548762;11.929;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.12;Z;;12.583;SN 2023IXF;AAVSO;STD;;;;1299022573;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.551100;11.937;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.12;Z;;12.581;SN 2023IXF;AAVSO;STD;;;;1299022574;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.553403;11.936;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.13;Z;;12.568;SN 2023IXF;AAVSO;STD;;;;1299022575;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.555949;11.937;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.13;Z;;12.568;SN 2023IXF;AAVSO;STD;;;;1299022576;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.558264;11.920;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.14;Z;;12.582;SN 2023IXF;AAVSO;STD;;;;1299022577;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.560579;11.913;0.003;B;SHPI;;ENSEMBLE;000-BKD-528;X28720YV;;0;1.14;Z;;12.585;SN 2023IXF;AAVSO;STD;;;;1299022578;0;CCD;ASTROART 7.0;Sharp, Ian;GB
2460085.57292;12.7;;Vis.;PWMA;;128;123;X28720ELK;;;;Z;;;SN 2023ixf;AAVSO;;;;;1299069269;0;Visual;;Pittendreigh, William Maynard;US
2460085.63853;11.730;0.002;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.837|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.972|KREFERR=0.057|KREFMAG=12.268|KX=1.0240|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.002|VMAGINS=-7.383|VX=1.0246;1;1.033;Z;-4.837;12.326;SN 2023IXF;AAVSO;STD;;;;1299023500;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.64148;11.999;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.737|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.808|KREFERR=0.040|KREFMAG=11.735|KX=1.0250|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.584|VX=1.0256;1;1.031;Z;-5.737;11.732;SN 2023IXF;AAVSO;STD;;;;1299023521;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.64378;12.055;0.003;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.770|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.664|KREFERR=0.054|KREFMAG=11.006|KX=1.0258|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.003|VMAGINS=-6.680|VX=1.0265;1;1.030;Z;-5.770;11.066;SN 2023IXF;AAVSO;STD;;;;1299023510;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.64583;11.75;;Vis.;HSCC;;119;117;X28720X;150x in a 10-inch SCT;;;Z;;;SN 2023IXF;AAVSO;;;;;1299024526;0;Visual;;Harrington, Scott;US
2460085.64610;11.706;0.002;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.846|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.997|KREFERR=0.057|KREFMAG=12.268|KX=1.0268|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.002|VMAGINS=-7.413|VX=1.0274;1;1.029;Z;-4.846;12.310;SN 2023IXF;AAVSO;STD;;;;1299023501;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.64912;11.988;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.745|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.818|KREFERR=0.040|KREFMAG=11.735|KX=1.0282|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.603|VX=1.0288;1;1.028;Z;-5.745;11.730;SN 2023IXF;AAVSO;STD;;;;1299023522;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.65144;12.048;0.003;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.795|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.688|KREFERR=0.054|KREFMAG=11.006|KX=1.0294|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.003|VMAGINS=-6.712|VX=1.0300;1;1.027;Z;-5.795;11.067;SN 2023IXF;AAVSO;STD;;;;1299023511;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.66528;11.75;;Vis.;HLAA;U;117;119;X28720PE;"12"" f/5 @ 115x.";;;Z;;;SN 2023ixf;AAVSO;;;;;1299021261;0;Visual;;Herrington, Lauren;US
2460085.66667;11.7;;Vis.;HSCC;;119;;X28720X;Well-braced 12x60 binoculars;;;Z;;;SN 2023IXF;AAVSO;;;;;1299024528;0;Visual;;Harrington, Scott;US
2460085.68169;11.684;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.821|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.946|KREFERR=0.057|KREFMAG=12.268|KX=1.0542|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.413|VX=1.0548;1;1.025;Z;-4.821;12.336;SN 2023IXF;AAVSO;STD;;;;1299023502;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.68466;11.953;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.706|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.751|KREFERR=0.040|KREFMAG=11.735|KX=1.0576|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.599|VX=1.0582;1;1.026;Z;-5.706;11.759;SN 2023IXF;AAVSO;STD;;;;1299023523;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.68694;12.023;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.775|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.642|KREFERR=0.054|KREFMAG=11.006|KX=1.0603|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.717|VX=1.0609;1;1.027;Z;-5.775;11.093;SN 2023IXF;AAVSO;STD;;;;1299023512;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.68926;11.672;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.812|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.941|KREFERR=0.057|KREFMAG=12.268|KX=1.0632|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.414|VX=1.0638;1;1.027;Z;-4.812;12.331;SN 2023IXF;AAVSO;STD;;;;1299023503;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.69225;11.949;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.713|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.757|KREFERR=0.040|KREFMAG=11.735|KX=1.0670|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.610|VX=1.0677;1;1.029;Z;-5.713;11.760;SN 2023IXF;AAVSO;STD;;;;1299023524;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.69454;12.014;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.763|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.628|KREFERR=0.054|KREFMAG=11.006|KX=1.0701|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.714|VX=1.0708;1;1.030;Z;-5.763;11.095;SN 2023IXF;AAVSO;STD;;;;1299023513;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.69682;11.672;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.810|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.938|KREFERR=0.057|KREFMAG=12.268|KX=1.0733|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.415|VX=1.0740;1;1.031;Z;-4.810;12.332;SN 2023IXF;AAVSO;STD;;;;1299023504;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.69983;11.936;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.703|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.751|KREFERR=0.040|KREFMAG=11.735|KX=1.0777|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.612|VX=1.0783;1;1.032;Z;-5.703;11.756;SN 2023IXF;AAVSO;STD;;;;1299023525;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.700044;11.959;0.046;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034531;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.70214;12.001;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.767|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.645|KREFERR=0.054|KREFMAG=11.006|KX=1.0812|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.731|VX=1.0818;1;1.034;Z;-5.767;11.083;SN 2023IXF;AAVSO;STD;;;;1299023514;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.704109;11.955;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034532;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.70444;11.669;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.810|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.940|KREFERR=0.057|KREFMAG=12.268|KX=1.0848|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.420|VX=1.0854;1;1.035;Z;-4.810;12.331;SN 2023IXF;AAVSO;STD;;;;1299023505;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
