MJD,mag,uncert
60023.481727,18.348,0.716
60027.530886,20.818,1.085
60031.486448,21.109,1.01
60060.406531,20.031,0.713
60070.477092,19.819,0.834
60070.479851,19.672,1.315
60072.416771,20.479,0.904
