MJD,mag,uncert
# TNSAN 2023-150
60082.82611,18.76,0.25
60082.83118,19.12,0.34
60082.85626,18.90,0.28
60082.8742,18.53,0.22
60082.87933,18.40,0.22
60082.88434,19.12,0.32
60082.88926,18.80,0.26
60082.89426,18.68,0.24
60082.89941,18.84,0.27
60082.90463,18.17,0.19
# ATel 16357
60082.92,17.12,0.12
60083.06,17.07,0.12
