MJD,mag,uncert
60108.161600000225,11.111,0.010
60108.16677000001,11.101,0.010
60108.17194999987,11.116,0.010
60108.1771300002,11.111,0.010
60108.182339999825,11.098,0.010
60108.18752000015,11.109,0.010
60108.272750000004,11.045,0.005
60108.27326000016,11.032,0.005
60108.27383999992,11.06,0.005
60108.27934999997,11.048,0.005
60108.279860000126,11.04,0.005
60108.87736500008,11.07,0.014
60108.87809100002,11.078,0.012
60108.94785600016,11.246,0.024
60109.16086000018,11.131,0.010
60109.16679000016,11.142,0.010
60109.17204000009,11.129,0.010
60109.17725999979,11.115,0.010
60109.182490000036,11.117,0.010
60109.187700000126,11.135,0.010
60109.192890000064,11.126,0.010
60109.222610000055,11.079,0.001
60109.87062999979,11.12,0.018
60109.87135499995,11.13,0.018
60109.87448500004,11.091,0.013
60109.916050000116,11.119,0.005
60109.93492599996,11.267,0.018
60109.93612999981,11.257,0.046
60110.26294999989,11.11,0.006
60110.26352000004,11.105,0.006
60110.2640999998,11.088,0.005
60110.26913999999,11.104,0.006
60110.269720000215,11.085,0.006
60110.270299999975,11.084,0.006
60110.99837999977,11.143,0.005
60111.16079000011,11.164,0.010
60111.1660000002,11.163,0.010
60111.17118000006,11.169,0.010
60111.176359999925,11.168,0.010
60111.18153999979,11.164,0.014
60111.18674999988,11.158,0.015
60111.22080999985,11.113,0.005
60111.22138,11.126,0.005
60111.22196000023,11.105,0.005
60111.22701000003,11.18,0.005
60111.22758999979,11.107,0.005
60111.22815999994,11.102,0.005
60111.86693400005,11.055,0.039
60111.86766100023,11.162,0.039
60111.946082000155,11.182,0.073
60111.94728600001,11.204,0.056
60112.267928000074,11.168,0.001
60113.07813999988,11.155,0.005
60113.2036100002,11.144,0.029
60113.211480000056,11.148,0.005
60113.212050000206,11.137,0.005
60113.212629999965,11.16,0.005
60113.217689999845,11.138,0.005
60113.21824999992,11.121,0.010
60113.21883000014,11.139,0.005
60114.07493000012,11.161,0.005
60114.20351999998,11.148,0.005
60114.20409000013,11.17,0.005
60114.204659999814,11.141,0.005
60114.20971000008,11.162,0.005
60114.21028000023,11.145,0.005
60114.21085999999,11.153,0.005
60115.12344000023,11.187,0.002
60115.226040000096,11.161,0.005
60115.22662999993,11.18,0.005
60115.22720000008,11.17,0.005
60115.23217999982,11.163,0.005
60115.23274999997,11.171,0.005
60115.233320000116,11.173,0.005
60116.15937000001,11.241,0.010
60116.165260000154,11.232,0.010
60116.171209999826,11.242,0.010
60116.177089999896,11.231,0.010
60116.182969999965,11.233,0.010
60116.18886000011,11.235,0.010
60116.244799999986,11.212,0.005
60116.245370000135,11.212,0.005
60116.24587999983,11.212,0.005
60116.25082000019,11.221,0.005
60116.25139999995,11.221,0.005
60116.251980000176,11.212,0.005
60117.912469999865,11.236,0.006
60118.21872999985,11.211,0.024
60118.254242999945,11.217,0.003
60119.011876999866,11.363,0.005
60119.012624999974,11.339,0.005
60119.014380000066,11.173,0.008
60119.151659999974,11.263,0.012
60119.15752999997,11.271,0.011
60119.163449999876,11.282,0.010
60119.169329999946,11.271,0.010
60119.17518999986,11.277,0.010
60119.18110999977,11.283,0.010
60119.903938999865,11.232,0.004
60119.90536000021,11.227,0.004
60119.92504000012,11.263,0.005
60119.942379999906,11.315,0.006
60119.94591999985,11.176,0.004
60119.9466690002,11.189,0.004
60120.191010000184,11.271,0.005
60120.191589999944,11.276,0.005
60120.19217999978,11.274,0.005
60120.19713999983,11.273,0.005
60120.197720000055,11.26,0.005
60120.19822000014,11.267,0.005
60120.2258700002,11.229,0.028
60120.91060000006,11.227,0.011
60120.912531000096,11.185,0.005
60120.91325700004,11.197,0.005
60120.92436000006,11.272,0.006
60121.17672999995,11.294,0.012
60121.19711000007,11.309,0.012
60121.202990000136,11.313,0.012
60121.208850000054,11.314,0.012
60121.21472000005,11.291,0.012
60121.22059000004,11.326,0.012
60121.22649999987,11.326,0.012
60121.95662999991,11.289,0.003
60122.063889999874,11.276,0.008
60122.22599999979,11.278,0.005
60122.22649999987,11.312,0.005
60122.2270800001,11.287,0.005
60122.231960000005,11.29,0.006
60122.23252000008,11.31,0.006
60122.23302999977,11.304,0.006
60122.92368000001,11.194,0.004
60123.16819000011,11.331,0.013
60123.174099999946,11.332,0.012
60123.18006000016,11.332,0.013
60123.18594999984,11.312,0.012
60123.19186000014,11.319,0.013
60123.19774000021,11.337,0.013
60123.25416000001,11.327,0.006
60123.25473000016,11.316,0.006
60123.25530999992,11.319,0.006
60123.260189999826,11.312,0.006
60123.260759999976,11.308,0.005
60123.26134999981,11.322,0.006
60124.2470300002,11.311,0.005
60124.247599999886,11.318,0.005
60124.24818000011,11.324,0.005
60124.25307000009,11.301,0.004
60124.25364999985,11.327,0.005
60124.25422,11.304,0.004
60124.274875999894,11.298,0.002
60124.27861199994,11.307,0.002
60125.06010999996,11.293,0.009
60125.16957999999,11.355,0.012
60125.175439999904,11.353,0.012
60125.1813099999,11.362,0.012
60125.187220000196,11.343,0.012
60125.19309000019,11.355,0.012
60125.198969999794,11.365,0.012
60125.21154000005,11.284,0.021
60125.24733000016,11.339,0.005
60125.24790999992,11.329,0.005
60125.24846999999,11.33,0.005
60125.2534599998,11.319,0.005
60125.25404000003,11.309,0.005
60125.25461999979,11.309,0.005
60125.266203999985,11.309,0.003
60127.181470000185,11.357,0.014
60127.18736999994,11.377,0.014
60127.19243799988,11.381,0.006
60127.193239999935,11.362,0.014
60127.19330300018,11.373,0.007
60127.19416199997,11.353,0.006
60127.19501399994,11.368,0.006
60127.19586399989,11.358,0.005
60127.19672399992,11.365,0.006
60127.19758399995,11.361,0.006
60127.19910999993,11.369,0.014
60127.20059800008,11.328,0.006
60127.20502999984,11.375,0.014
60127.21089999983,11.367,0.014
60127.21172000002,11.305,0.024
60127.21681000013,11.356,0.015
60127.22268000012,11.359,0.015
60127.24116000021,11.357,0.005
60127.2416699999,11.339,0.005
60127.2422600002,11.348,0.005
60127.24707000004,11.351,0.005
60127.2476499998,11.346,0.005
60127.24823000003,11.347,0.005
60127.91624999978,11.255,0.008
60128.238799999934,11.335,0.005
60128.23937000008,11.331,0.005
60128.23994999984,11.338,0.005
60128.24485999998,11.352,0.005
60128.245370000135,11.344,0.005
60128.24587999983,11.341,0.005
60128.26516100019,11.345,0.005
60129.16215000022,11.366,0.012
60129.168060000055,11.404,0.012
60129.17396999989,11.386,0.012
60129.17983999988,11.384,0.028
60129.185709999874,11.363,0.020
60129.19157999987,11.379,0.015
60129.20689000003,11.351,0.006
60129.20746999979,11.359,0.005
60129.21626000013,11.39,0.014
60130.10568000004,11.333,0.021
60130.920619000215,11.351,0.005
60130.9213680001,11.357,0.005
60130.922116000205,11.344,0.004
60130.92286500009,11.341,0.005
60130.923613000195,11.352,0.005
60130.933259999845,11.37,0.005
60131.180900000036,11.405,0.010
60131.18675999995,11.405,0.010
60131.192669999786,11.405,0.010
60131.19853999978,11.395,0.010
60131.20440999977,11.407,0.010
60131.210270000156,11.406,0.010
60131.219560000114,11.379,0.004
60131.220139999874,11.382,0.004
60131.2207200001,11.387,0.004
60131.2294999999,11.373,0.004
60131.22993999999,11.383,0.004
60131.23038000008,11.392,0.004
60131.264802999794,11.373,0.003
60131.88054799987,11.369,0.010
60131.88127399981,11.375,0.009
60131.88385300012,11.353,0.006
60131.885274999775,11.349,0.006
60131.89991000015,11.298,0.007
60131.99008999998,11.39,0.005
60132.14343999978,11.362,0.002
60132.19704,11.39,0.005
60132.197620000225,11.38,0.004
60132.19818999991,11.382,0.004
60132.203160000034,11.4,0.004
60132.20373000018,11.378,0.004
60132.20784999989,11.368,0.004
60132.21294,11.339,0.026
60132.23795100022,11.397,0.004
60132.42355699977,11.365,0.004
60132.44182799989,11.367,0.003
60132.89256499987,11.361,0.016
60132.8927699998,11.396,0.018
60132.8947399999,11.341,0.010
60132.89546700008,11.365,0.008
60132.9144799998,11.387,0.005
60133.20991999982,11.399,0.004
60133.21051000012,11.404,0.004
60133.21108999988,11.396,0.004
60133.21602000017,11.402,0.004
60133.21652999986,11.408,0.004
60133.217110000085,11.386,0.004
60133.948290000204,11.398,0.007
60134.21529999981,11.373,0.024
60134.23178000003,11.402,0.005
60134.23235999979,11.412,0.005
60134.23295000009,11.403,0.005
60134.23785000015,11.407,0.005
60134.23842999991,11.4,0.005
60134.23900000006,11.398,0.005
60135.11963000009,11.401,0.002
60135.29346599989,11.404,0.003
60135.90237999987,11.39,0.044
60135.91995000001,11.424,0.006
60135.9290260002,11.388,0.006
60135.929775000084,11.379,0.006
60135.93052300019,11.387,0.006
60135.931272000074,11.388,0.005
60136.215230000205,11.387,0.010
60137.911359999795,11.433,0.005
60137.94645600021,11.409,0.004
60137.94720500009,11.407,0.005
60137.947953999974,11.42,0.004
60138.91128000012,11.325,0.005
60138.91172999982,11.429,0.006
60139.23325000005,11.445,0.005
60139.23382999981,11.442,0.005
60139.23442000011,11.431,0.005
60139.239399999846,11.435,0.004
60139.239910000004,11.442,0.004
60139.24042000016,11.454,0.005
60139.26483999984,11.431,0.003
60140.10656000022,11.43,0.027
60140.21022999985,11.459,0.005
60140.21074000001,11.445,0.005
60140.21131999977,11.441,0.005
60140.216150000226,11.462,0.005
60140.21664000023,11.449,0.005
60140.21721999999,11.444,0.005
60141.25561999995,11.467,0.005
60141.25620000018,11.467,0.005
60141.256790000014,11.481,0.005
60141.2617899999,11.471,0.005
60141.26733999979,11.464,0.005
60141.26777999988,11.472,0.005
60142.21398,11.483,0.005
60142.214560000226,11.485,0.005
60142.21515000006,11.483,0.005
60142.22026999993,11.486,0.005
60142.22085999977,11.456,0.005
60142.221439999994,11.493,0.005
60142.909190000035,11.48,0.005
60143.20961999986,11.476,0.004
60143.21023999993,11.484,0.004
60143.21085999999,11.488,0.004
60143.211480000056,11.48,0.004
60143.212090000045,11.476,0.004
60144.205380000174,11.489,0.004
60144.20612999983,11.495,0.004
60144.2068599998,11.496,0.003
60144.207609999925,11.484,0.004
60144.20834999997,11.494,0.003
60145.09030999988,11.486,0.020
60145.1976999999,11.498,0.004
60145.19831999997,11.506,0.004
60145.198929999955,11.507,0.004
60145.19953999994,11.523,0.004
60145.20016000001,11.513,0.004
60145.88963000011,11.516,0.010
60146.22715999978,11.521,0.004
60146.22789999982,11.529,0.004
60146.22863999987,11.528,0.004
60146.22938999999,11.521,0.003
60146.230140000116,11.522,0.004
60146.24692999991,11.509,0.004
60148.067410000134,11.531,0.011
60149.082359999884,11.525,0.012
60150.07018999988,11.538,0.004
60150.21114999987,11.559,0.004
60150.21178000001,11.587,0.004
60150.21239,11.573,0.004
60150.21299999999,11.574,0.004
60150.21362000005,11.568,0.004
60151.22568000015,11.586,0.004
60151.226429999806,11.582,0.004
60151.22711999994,11.59,0.004
60151.22781000007,11.592,0.004
60151.2285000002,11.594,0.004
60152.112619999796,11.595,0.002
60153.09010000015,11.599,0.012
60153.216959999874,11.615,0.027
60153.244274999946,11.614,0.004
60153.88408000022,11.638,0.007
60154.242037000135,11.652,0.003
60154.88823999977,11.642,0.006
60154.91564900009,11.646,0.006
60154.9163970002,11.647,0.006
60154.91714600008,11.641,0.005
60155.919939999934,11.679,0.111
60159.08393999981,11.737,0.013
60159.20214999979,11.748,0.005
60159.20289999992,11.754,0.005
60159.20363999996,11.754,0.005
60159.204390000086,11.757,0.005
60159.20514000021,11.757,0.004
60159.238911999855,11.754,0.006
60159.89809799986,11.771,0.006
60159.89884700021,11.761,0.006
60159.89959499985,11.778,0.006
60160.17811000021,11.804,0.041
60160.18809999991,11.784,0.030
60160.223520999774,11.815,0.005
60160.883340000175,11.851,0.009
60162.18092000019,11.958,0.005
60162.181669999845,11.961,0.005
60162.18240999989,11.953,0.005
60162.18317000009,11.967,0.005
60162.183920000214,11.959,0.005
60162.89770000009,11.963,0.091
60162.93066000007,12.018,0.008
60163.181859999895,12.056,0.005
60163.18259999994,12.062,0.005
60163.18333999999,12.052,0.005
60163.184080000035,12.06,0.005
60163.86689000018,12.101,0.010
60163.89019000018,12.155,0.111
60164.184020000044,12.136,0.006
60164.18790999986,12.165,0.028
60164.18791999994,12.09,0.006
60164.18854,12.096,0.006
60164.18916000007,12.117,0.006
60165.09965999983,12.26,0.003
60165.86817600019,12.361,0.010
60165.868925000075,12.384,0.008
60165.86967300018,12.381,0.008
60165.88032,12.375,0.008
60166.875041999854,12.509,0.010
60166.89203000022,12.514,0.010
60166.917770000175,12.545,0.119
60166.947726999875,12.497,0.010
60166.94847499998,12.498,0.010
60166.949223999865,12.495,0.009
60167.189679999836,12.59,0.028
60168.174540000036,12.629,0.009
60168.17528000008,12.634,0.009
60168.17602000013,12.653,0.009
60168.17676999979,12.644,0.010
60168.18104999978,12.619,0.031
60168.20665499987,12.673,0.006
60168.2670140001,12.652,0.009
60168.92462000018,12.754,0.014
60169.10662999982,12.737,0.003
60169.86300300015,12.764,0.011
60169.863752000034,12.768,0.011
60169.87133099977,12.761,0.008
60169.88143000007,12.788,0.010
60171.91378000006,12.901,0.014
60172.09212000016,12.894,0.006
60172.12128000008,12.891,0.033
60172.16891000001,12.889,0.011
60172.16966000013,12.909,0.012
60172.17040000018,12.866,0.011
60172.173659999855,12.931,0.013
60172.87435999978,12.909,0.012
60174.18632999994,12.951,0.012
60174.187069999985,12.933,0.012
60174.18769000005,12.945,0.012
60174.19163999986,12.841,0.011
60175.85326999985,12.965,0.013
60176.09685999993,12.976,0.007
60176.86161000002,13.003,0.012
60177.85876500001,12.88,0.012
60177.859513999894,12.891,0.012
60178.09781999979,12.997,0.029
60178.85168999992,13.018,0.014
60178.88636300014,13.136,0.012
60178.887112000026,13.011,0.012
60179.1163900001,13.018,0.007
60179.85709000006,13.05,0.031
60179.882710000034,12.986,0.017
60179.893434999976,13.068,0.013
60179.894183000084,13.063,0.020
60181.18871999998,13.065,0.015
60181.18944999995,13.059,0.014
60181.190189999994,13.016,0.014
60181.19093000004,12.994,0.014
60181.246234000195,13.017,0.013
60181.84143000003,13.021,0.015
60182.18650999991,12.974,0.014
60182.1871199999,13.016,0.014
60182.18775000004,13.023,0.014
60182.18836000003,13.021,0.014
60183.831216999795,13.086,0.009
60183.84376800014,13.05,0.012
60183.84451700002,13.017,0.012
60184.10800000001,13.066,0.007
60185.066939999815,12.757,0.026
60187.16021999996,13.099,0.028
60187.18482000008,13.073,0.015
60187.185570000205,13.111,0.016
60187.186309999786,13.096,0.015
60187.18704999983,13.11,0.016
60188.14554399997,13.136,0.007
60189.844810000155,13.143,0.024
60190.83592299977,13.19,0.015
60190.83742000023,13.196,0.018
60191.08322999999,13.162,0.035
60191.83179599978,14.51,0.021
60191.84701899998,13.141,0.016
60191.84851700021,13.144,0.016
60191.86241000006,13.13,0.023
60192.09221999999,13.163,0.008
60192.151910000015,13.15,0.042
60192.1587700001,13.19,0.015
60192.15952000022,13.189,0.015
60192.16026999988,13.161,0.014
60192.16102,13.137,0.014
60192.839449999854,13.203,0.016
60192.848919999786,13.144,0.017
60193.156200000085,13.151,0.015
60193.15695000021,13.149,0.015
60193.157699999865,13.156,0.015
60193.15844999999,13.184,0.015
60193.26743600005,13.164,0.015
60193.83976300014,13.191,0.013
60193.84126000013,13.189,0.011
60193.859240000136,13.166,0.019
60194.16249000002,13.173,0.014
60194.163230000064,13.186,0.015
60194.16398000019,13.194,0.015
60194.16471999977,13.178,0.015
60194.810238000005,14.408,0.035
60194.84220100008,13.247,0.011
60194.84294999996,13.218,0.014
60195.21951999981,13.191,0.018
60195.220920000225,13.211,0.024
60195.22164000012,13.182,0.018
60196.82949100016,13.266,0.020
60196.83098800015,13.28,0.014
60197.81866999995,13.229,0.027
60198.83472000016,13.267,0.018
60199.01593999984,13.274,0.034
60200.18467999995,13.25,0.017
60200.18543000007,13.219,0.017
60200.18617000012,13.246,0.017
60200.18692999985,13.289,0.018
