MJD,mag,uncert
60088.18982100021,11.143,0.004
60088.195115999784,11.138,0.003
60088.20033300016,11.145,0.003
60088.202200000174,10.912,0.012
60088.205537000205,11.143,0.003
60088.21088200016,11.149,0.003
60088.21611799998,11.142,0.003
60088.221346999984,11.138,0.003
60088.227390999906,11.148,0.004
60088.23365999991,11.147,0.004
60088.23971900018,11.124,0.005
60088.24491399992,11.126,0.005
60088.24984099995,11.16,0.006
60088.25523100002,11.145,0.005
60088.26026999997,11.153,0.009
60088.264746999834,11.139,0.008
60088.27205500007,11.166,0.007
60088.29682999989,11.105,0.017
60088.30864599999,11.184,0.017
60088.32452500006,11.107,0.021
60088.34666599985,11.227,0.020
60088.355037999805,11.134,0.010
60088.35960499989,11.186,0.024
60088.384637999814,11.196,0.012
60088.38969099987,11.155,0.008
60088.39373800019,11.133,0.014
60088.399830999784,11.146,0.006
60088.40754200006,11.147,0.006
60088.41230199998,11.149,0.004
60088.41785500012,11.143,0.004
60088.42045800015,11.003,0.019
60088.422892999835,11.15,0.004
60088.42917599995,11.154,0.004
60088.43610000005,11.161,0.004
60088.441248000134,11.151,0.003
60088.446618000045,11.156,0.004
60088.451832000166,11.156,0.004
60088.45776099991,11.148,0.004
60088.46418699995,11.16,0.005
60088.47040299978,11.16,0.008
60088.474386000074,11.162,0.023
60088.84934000019,11.012,0.003
60088.87748999987,10.964,0.015
60088.89411000023,10.974,0.013
60088.9197999998,10.948,0.003
60088.94784699986,11.032,0.002
60088.94929399993,11.03,0.002
60088.95075199986,11.056,0.002
60088.952211000025,11.019,0.002
60088.95366899995,11.04,0.002
60088.96029999992,11.068,0.005
60089.08332999982,11.1,0.004
60089.094140000176,11.148,0.005
60089.14546799986,11.137,0.008
60089.1494049998,11.151,0.004
60089.15304999985,11.149,0.003
60089.15703900019,11.146,0.003
60089.16100199986,11.15,0.003
60089.16445000004,11.118,0.007
60089.164940000046,11.154,0.002
60089.16771000018,11.12,0.007
60089.168841999955,11.139,0.002
60089.17096999986,11.113,0.007
60089.17276800005,11.145,0.003
60089.174230000004,11.115,0.007
60089.17564000003,10.956,0.002
60089.17666100012,11.148,0.003
60089.17750000022,11.109,0.007
60089.18066699989,11.141,0.003
60089.1807599999,11.099,0.007
60089.184020000044,11.12,0.007
60089.18632500013,11.144,0.003
60089.18732000003,11.117,0.007
60089.19058000017,11.118,0.007
60089.191079999786,11.004,0.003
60089.19115700014,11.149,0.002
60089.19388000015,11.118,0.007
60089.19506599987,11.143,0.003
60089.197399999946,11.098,0.003
60089.199016000144,11.142,0.003
60089.20295999991,11.149,0.003
60089.20488000009,11.001,0.003
60089.20688899979,11.144,0.002
60089.210845999885,11.149,0.002
60089.21477699978,11.152,0.002
60089.218706999905,11.145,0.003
60089.2191300001,11.005,0.003
60089.22264100006,11.155,0.002
60089.22279000003,11.063,0.007
60089.22669599997,11.149,0.003
60089.23285300005,11.14,0.002
60089.2334400001,11.009,0.003
60089.236823000014,11.145,0.003
60089.24092500005,11.143,0.004
60089.24500600016,11.148,0.003
60089.24727000017,11.014,0.003
60089.24878899986,11.147,0.003
60089.25258600013,11.143,0.003
60089.256998999976,11.162,0.005
60089.26023299992,11.133,0.008
60089.26122000022,11.016,0.003
60089.266253000125,11.134,0.016
60089.2690849998,11.17,0.006
60089.27267399989,11.137,0.007
60089.275169999804,11.011,0.003
60089.2774100001,11.14,0.011
60089.29411000013,11.116,0.013
60089.30254800012,11.159,0.013
60089.30353000015,11.016,0.003
60089.31549800001,11.143,0.016
60089.31742000021,11.009,0.003
60089.33593000006,10.985,0.010
60089.33646999998,11.01,0.010
60089.34107600013,11.121,0.017
60089.3435399998,11.012,0.003
60089.34871000005,11.025,0.008
60089.349429999944,11.028,0.007
60089.35014000023,11.015,0.008
60089.350850000046,11.017,0.007
60089.35158000002,11.0,0.007
60089.352289999835,10.998,0.008
60089.35300000012,10.992,0.008
60089.390904999804,11.183,0.006
60089.394921000116,11.16,0.004
60089.39836400002,11.141,0.003
60089.40491699986,11.167,0.004
60089.40919200005,11.15,0.003
60089.412653000094,11.146,0.003
60089.41669999994,11.148,0.003
60089.42227400001,11.16,0.003
60089.427070999984,11.156,0.003
60089.43097299989,11.151,0.003
60089.434851000085,11.156,0.003
60089.438796999864,11.166,0.003
60089.44273700006,11.162,0.003
60089.44664999982,11.168,0.003
60089.45156199997,11.166,0.003
60089.45850400021,11.156,0.003
60089.462385000195,11.159,0.004
60089.466349999886,11.164,0.006
60089.470005999785,11.152,0.007
60089.865989999846,11.055,0.003
60089.879300000146,11.06,0.021
60089.884209999815,10.937,0.02
60089.8927699998,11.047,0.010
60089.91172000021,11.007,0.003
60089.92163000023,11.046,0.010
60089.935039999895,11.042,0.006
60089.94461800018,11.076,0.002
60089.94606499979,11.087,0.002
60089.947523000184,11.092,0.002
60089.948969999794,11.088,0.002
60089.950428000186,11.083,0.002
60089.95188699989,11.097,0.002
60089.95334499981,11.081,0.002
60089.97238000017,11.117,0.006
60090.05669600004,11.204,0.006
60090.05695200013,11.188,0.006
60090.05720800022,11.195,0.006
60090.05746399984,11.204,0.006
60090.057719999924,11.207,0.006
60090.05797499977,11.2,0.006
60090.08405999979,11.008,0.004
60090.09540800005,11.167,0.023
60090.09758399986,11.164,0.024
60090.09763000021,11.022,0.001
60090.0997609999,11.171,0.024
60090.101937000174,11.165,0.023
60090.104114999995,11.175,0.022
60090.1062909998,11.17,0.024
60090.108467999846,11.161,0.025
60090.11064499989,11.16,0.024
60090.11282300018,11.176,0.024
60090.11500000022,11.163,0.024
60090.1171769998,11.168,0.025
60090.119355999865,11.166,0.025
60090.12153299991,11.165,0.029
60090.13076000009,11.046,0.002
60090.1400700002,11.048,0.001
60090.14937999984,11.048,0.001
60090.15650000004,11.17,0.007
60090.159760000184,11.186,0.007
60090.16301999986,11.169,0.007
60090.166280000005,11.178,0.007
60090.16956999991,11.165,0.007
60090.172830000054,11.179,0.007
60090.1760900002,11.165,0.007
60090.1793399998,11.174,0.007
60090.18164000008,11.071,0.004
60090.18259999994,11.176,0.007
60090.185860000085,11.178,0.007
60090.1961099999,11.067,0.003
60090.20238000015,11.035,0.012
60090.224969999865,11.059,0.003
60090.23928999994,11.086,0.003
60090.25296000019,11.088,0.004
60090.25368000008,11.077,0.003
60090.25369000016,11.085,0.004
60090.254399999976,11.091,0.004
60090.25511999987,11.09,0.004
60090.25584000023,11.07,0.003
60090.2625099998,11.085,0.003
60090.26322000008,11.077,0.003
60090.26395000005,11.083,0.003
60090.264669999946,11.076,0.003
60090.26538999984,11.084,0.003
60090.26800000016,11.08,0.003
60090.28219999978,11.079,0.003
60090.29650000017,11.074,0.003
60090.31077999994,11.068,0.003
60090.32490999997,11.085,0.003
60090.33894000016,11.089,0.004
60090.42116900021,11.128,0.020
60090.89289999986,11.0,0.008
60090.89509999985,11.007,0.008
60090.90600500023,11.2593,0.0028
60090.91229999997,11.113,0.010
60090.9212199999,11.174,0.006
60090.944440000225,11.134,0.039
60090.944744999986,11.14,0.002
60090.94620400015,11.14,0.002
60090.94767400017,11.139,0.002
60090.94796400005,11.18,0.037
60090.949120000005,11.13,0.002
60090.95057900017,11.144,0.002
60090.9520370001,11.15,0.002
60090.95348400017,11.151,0.002
60090.9549420001,11.148,0.002
60091.02332099993,11.224,0.057
60091.06534399977,11.281,0.005
60091.065599999856,11.274,0.006
60091.06585599994,11.277,0.005
60091.06611200003,11.256,0.006
60091.066366999876,11.278,0.006
60091.06662299996,11.288,0.005
60091.06687799981,11.267,0.006
60091.067135000136,11.279,0.005
60091.07353000017,11.225,0.006
60091.11407000013,11.091,0.001
60091.15228000004,11.111,0.004
60091.180130000226,11.111,0.004
60091.19431999978,11.101,0.004
60091.20120000001,11.115,0.010
60091.20208000019,11.085,0.012
60091.205159999896,11.112,0.019
60091.20876999991,11.118,0.004
60091.22311000014,11.113,0.003
60091.23484000005,11.164,0.002
60091.23750999989,11.125,0.004
60091.24819000019,11.099,0.013
60091.25167000014,11.114,0.004
60091.265629999805,11.118,0.004
60091.27969999984,11.124,0.003
60091.294040000066,11.135,0.004
60091.30801999988,11.111,0.004
60091.336610000115,11.125,0.004
60091.42150600022,11.189,0.021
60091.86495999992,11.129,0.003
60091.87602999993,11.028,0.02
60091.91828999994,11.138,0.010
60091.921254999936,11.5737,0.0022
60091.92968000006,11.044,0.015
60091.93002999993,11.06,0.015
60091.944980000146,11.222,0.006
60091.94538199995,11.189,0.002
60091.94683999987,11.183,0.002
60091.94829900004,11.177,0.002
60091.949756999966,11.183,0.002
60091.95120400004,11.166,0.002
60091.95266199997,11.175,0.002
60091.95411999989,11.184,0.002
60091.95557900006,11.157,0.002
60091.964509999845,11.218,0.006
60092.060324000195,11.311,0.006
60092.060579999816,11.3,0.006
60092.0608359999,11.299,0.006
60092.06109199999,11.318,0.006
60092.061348000076,11.316,0.006
60092.06160299992,11.301,0.006
60092.06185900001,11.316,0.006
60092.062115000095,11.312,0.006
60092.153500000015,11.265,0.009
60092.15675000008,11.273,0.008
60092.160010000225,11.278,0.008
60092.16325999983,11.269,0.008
60092.16651999997,11.264,0.008
60092.16977000004,11.258,0.008
60092.173020000104,11.264,0.008
60092.176320000086,11.25,0.008
60092.17957000015,11.267,0.008
60092.18282000022,11.265,0.008
60092.20374999987,11.137,0.004
60092.21767000016,11.143,0.004
60092.23179000011,11.146,0.004
60092.24617999978,11.137,0.004
60092.260660000145,11.172,0.004
60092.27521000011,11.176,0.004
60092.283040000126,11.186,0.003
60092.283040000126,11.196,0.003
60092.28379999986,11.183,0.003
60092.28379999986,11.184,0.003
60092.284570000134,11.183,0.003
60092.284570000134,11.187,0.003
60092.28531999979,11.187,0.003
60092.28531999979,11.181,0.003
60092.28607999999,11.17,0.003
60092.28607999999,11.179,0.003
60092.292770000175,11.186,0.003
60092.292770000175,11.181,0.003
60092.29346999992,11.158,0.003
60092.29346999992,11.165,0.003
60092.294209999964,11.18,0.003
60092.294209999964,11.183,0.003
60092.294939999934,11.177,0.003
60092.294939999934,11.175,0.003
60092.29569000006,11.181,0.003
60092.29569000006,11.188,0.003
60092.30366000021,11.173,0.004
60092.317910000216,11.163,0.004
60092.421910000034,11.215,0.035
60092.5825629998,11.394,0.012
60092.58269000007,11.345,0.012
60092.58294400014,11.371,0.013
60092.58307299996,11.346,0.012
60092.58320000023,11.381,0.012
60092.583329000045,11.427,0.012
60092.58345700009,11.402,0.012
60092.84976000013,11.3751,0.0104
60092.86071000015,11.155,0.003
60092.910740000196,11.156,0.006
60092.92762999982,11.261,0.006
60092.94445599988,11.217,0.005
60092.94591399981,11.265,0.006
60092.94737299997,11.237,0.004
60092.9488309999,11.208,0.003
60092.95033599995,11.213,0.003
60093.06720399996,11.324,0.006
60093.06746000005,11.322,0.006
60093.067716000136,11.316,0.006
60093.06797200022,11.328,0.006
60093.068227999844,11.314,0.006
60093.068483000156,11.318,0.006
60093.06873899978,11.314,0.006
60093.06899400009,11.325,0.006
60093.069250000175,11.325,0.006
60093.06950500002,11.323,0.006
60093.06976100011,11.306,0.006
60093.07501199981,11.253,0.032
60093.07648999989,11.253,0.036
60093.077972999774,11.269,0.029
60093.07945600012,11.255,0.039
60093.08093900001,11.252,0.033
60093.082421000116,11.247,0.028
60093.083903000224,11.257,0.029
60093.08538499987,11.274,0.038
60093.08687100001,11.257,0.029
60093.088353000116,11.248,0.036
60093.08953,11.239,0.010
60093.089836,11.28,0.047
60093.09131800011,11.252,0.044
60093.09280099999,11.267,0.030
60093.094285000116,11.252,0.031
60093.095768,11.262,0.030
60093.09725000011,11.26,0.028
60093.09873299999,11.248,0.029
60093.1002150001,11.255,0.028
60093.1017,11.257,0.030
60093.10317800008,11.248,0.030
60093.10466099996,11.256,0.029
60093.115029999986,11.144,0.001
60093.163060000166,11.287,0.009
60093.16636000015,11.271,0.009
60093.169619999826,11.279,0.009
60093.17286999989,11.283,0.009
60093.17542999983,11.217,0.004
60093.176130000036,11.28,0.009
60093.1793800001,11.285,0.009
60093.18263999978,11.288,0.009
60093.18553999998,11.219,0.006
60093.18588999985,11.275,0.009
60093.18914999999,11.282,0.009
60093.19240000006,11.281,0.009
60093.19633999979,11.211,0.004
60093.197439999785,11.116,0.005
60093.22784999991,11.221,0.004
60093.23846000014,11.21,0.004
60093.25946999993,11.217,0.004
60093.26992999995,11.226,0.004
60093.28026999999,11.214,0.004
60093.29081000015,11.212,0.004
60093.30150000006,11.223,0.004
60093.31215000013,11.21,0.004
60093.32273000013,11.208,0.004
60093.33319000015,11.219,0.004
60093.355080000125,11.244,0.038
60093.40689000022,11.22,0.004
60093.41730999993,11.233,0.004
60093.42222099984,11.2,0.020
60093.427819999866,11.223,0.004
60093.43839999987,11.228,0.004
60093.87244600011,11.294,0.003
60093.87525600009,11.294,0.003
60093.881264999975,11.293,0.003
60093.88711000001,11.257,0.008
60093.89509999985,11.115,0.011
60093.89729999984,11.11,0.011
60093.900989999995,11.195,0.069
60093.90144000016,11.227,0.069
60093.90188999986,11.192,0.069
60093.90232999995,11.205,0.069
60093.90278000012,11.214,0.069
60093.90322999982,11.205,0.069
60093.90366999991,11.185,0.069
60093.90412000008,11.213,0.069
60093.90456999978,11.217,0.069
60093.90501999995,11.199,0.069
60093.90546000004,11.189,0.069
60093.905910000205,11.211,0.069
60093.90634999983,11.205,0.069
60093.9068,11.202,0.069
60093.907250000164,11.227,0.069
60093.90768999979,11.21,0.069
60093.908139999956,11.23,0.069
60093.90859000012,11.224,0.069
60093.90903000021,11.219,0.069
60093.909479999915,11.197,0.069
60093.90993000008,11.227,0.069
60093.91037999978,11.207,0.069
60093.910819999874,11.205,0.069
60093.91127000004,11.204,0.069
60093.91172000021,11.216,0.069
60093.93600999983,11.242,0.003
60093.949860999826,11.24,0.002
60093.95131900022,11.222,0.002
60093.95276599983,11.228,0.002
60093.954224999994,11.236,0.002
60093.95568299992,11.233,0.002
60093.957129999995,11.24,0.002
60093.95858799992,11.25,0.002
60093.96004599985,11.234,0.002
60094.01317499997,11.309,0.041
60094.151819999795,11.291,0.011
60094.15507999994,11.302,0.010
60094.158330000006,11.307,0.010
60094.16161999991,11.317,0.010
60094.164880000055,11.308,0.010
60094.16818000004,11.304,0.010
60094.17144000018,11.296,0.010
60094.17468999978,11.316,0.010
60094.177949999925,11.306,0.010
60094.18119999999,11.325,0.010
60094.21698000003,11.36,0.005
60094.32593399985,11.247,0.001
60094.8725800002,11.103,0.015
60094.872919999994,11.035,0.015
60094.874809000175,11.329,0.003
60094.89880000008,11.303,0.007
60095.15958999982,11.27,0.002
60095.16891000001,11.231,0.002
60095.178239999805,11.256,0.002
60095.209480000194,11.236,0.012
60095.275899999775,11.237,0.009
60095.84959999984,11.246,0.003
60095.85300000012,11.319,0.0068
60095.87338999985,11.3855,0.003
60095.93163200002,11.311,0.002
60095.93308999995,11.336,0.002
60095.934549000114,11.321,0.002
60095.93600700004,11.317,0.002
60095.937454000115,11.327,0.002
60096.06301000016,11.192,0.009
60096.153460000176,11.385,0.012
60096.156740000006,11.374,0.012
60096.160019999836,11.379,0.012
60096.16330000013,11.373,0.012
60096.16660000011,11.372,0.012
60096.16985999979,11.378,0.012
60096.17313000001,11.379,0.012
60096.17640000023,11.373,0.012
60096.17965999991,11.388,0.012
60096.18292000005,11.355,0.012
60096.385850000195,11.274,0.004
60096.38659999985,11.291,0.004
60096.38736000005,11.296,0.004
60096.38803000003,11.295,0.004
60096.39343999978,11.303,0.004
60096.39419999998,11.313,0.004
60096.3949500001,11.305,0.004
60096.39569000015,11.302,0.004
60096.85128000006,11.291,0.003
60096.860909999814,11.306,0.0069
60096.87825699989,11.24,0.027
60096.88102399977,11.2172,0.0956
60096.88970900001,11.2833,0.0870
60096.89594000019,11.212,0.02
60096.91264999984,11.275,0.005
60097.1867399998,11.322,0.013
60097.23931000009,11.317,0.004
60097.240060000215,11.31,0.004
60097.240730000194,11.319,0.004
60097.241409999784,11.295,0.004
60097.24672999978,11.324,0.004
60097.24746999983,11.317,0.004
60097.24821999995,11.309,0.004
60097.24896,11.319,0.004
60097.28703999985,11.32,0.004
60097.2877799999,11.313,0.004
60097.288519999944,11.305,0.004
60097.28927000007,11.339,0.004
60097.853720000014,11.31,0.003
60097.8716099998,11.332,0.016
60097.87197000021,11.276,0.016
60097.878095999826,11.295,0.028
60097.902929999866,11.414,0.007
60097.97172500007,11.412,0.003
60097.9731709999,11.396,0.003
60097.98380800011,11.409,0.003
60097.98526600003,11.398,0.003
60098.03820999991,11.45,0.05
60098.06506700022,11.438,0.065
60098.066550000105,11.44,0.062
60098.068032000214,11.461,0.050
60098.06951399986,11.45,0.051
60098.070997000206,11.444,0.046
60098.07248000009,11.43,0.044
60098.0739620002,11.442,0.046
60098.07544599986,11.442,0.044
60098.07692700019,11.416,0.044
60098.078412999865,11.431,0.043
60098.0798940002,11.417,0.044
60098.155150000006,11.463,0.014
60098.158460000064,11.464,0.015
60098.16172000021,11.465,0.014
60098.16496999981,11.451,0.015
60098.16826999979,11.45,0.015
60098.171529999934,11.46,0.015
60098.17479000008,11.428,0.015
60098.17805000022,11.44,0.015
60098.18134000013,11.465,0.015
60098.18464000011,11.462,0.015
60098.1868400001,11.345,0.012
60098.4600399998,11.432,0.005
60098.46071999986,11.416,0.006
60098.46149000013,11.419,0.006
60098.46223999979,11.398,0.005
60098.85056999978,11.369,0.003
60098.90189999994,11.487,0.003
60098.90228000004,11.473,0.002
60098.90266000014,11.478,0.003
60098.90326000005,11.5618,0.0113
60098.91726000002,11.387,0.013
60098.93489000015,11.396,0.006
60098.93647000007,11.433,0.003
60098.937928,11.434,0.003
60098.939387000166,11.436,0.003
60098.940833,11.431,0.003
60098.94229200017,11.439,0.003
60099.15024900017,11.552,0.007
60099.15848200023,11.542,0.006
60099.16417700006,11.547,0.006
60099.16508999979,11.498,0.015
60099.168349999934,11.501,0.015
60099.169906999916,11.529,0.006
60099.17164999992,11.474,0.016
60099.17489999998,11.497,0.016
60099.17565899994,11.538,0.006
60099.17816000013,11.491,0.016
60099.18134699995,11.54,0.006
60099.181419999804,11.478,0.016
60099.18466999987,11.508,0.016
60099.18709499994,11.552,0.006
60099.187109999824,11.399,0.012
60099.187930000015,11.503,0.016
60099.19123,11.501,0.016
60099.19281700021,11.53,0.007
60099.194480000064,11.503,0.016
60099.194869999774,11.357,0.028
60099.20029200008,11.534,0.006
60099.20409000013,11.455,0.015
60099.20690000011,11.503,0.007
60099.212733999826,11.541,0.007
60099.218291,11.576,0.007
60099.223923999816,11.505,0.007
60099.22981399996,11.543,0.007
60099.23535200022,11.512,0.007
60099.23574999999,11.413,0.004
60099.23651000019,11.433,0.004
60099.23725999985,11.421,0.004
60099.23794999998,11.42,0.004
60099.24207000015,11.53,0.007
60099.24722999986,11.478,0.003
60099.24926899979,11.528,0.006
60099.25078999996,11.428,0.004
60099.25155999977,11.427,0.004
60099.252309999894,11.41,0.004
