MJD,mag,uncert
60087.22179999994,11.122,0.050
60087.222709999885,11.119,0.050
60087.223629999906,11.136,0.050
60087.22453999985,11.094,0.050
60087.22484199982,11.1,0.003
60087.22545999987,11.134,0.050
60087.226369999815,11.092,0.050
60087.227280000225,11.106,0.050
60087.22819999978,11.103,0.050
60087.22911000019,11.109,0.050
60087.230020000134,11.101,0.050
60087.230940000154,11.119,0.050
60087.23107799981,11.1,0.003
60087.2318500001,11.12,0.050
60087.23276000004,11.105,0.050
60087.23368000006,11.103,0.050
60087.23460000008,11.109,0.050
60087.23551000003,11.108,0.050
60087.23576299986,11.099,0.003
60087.23643000005,11.104,0.050
60087.23733999999,11.118,0.050
60087.23826000001,11.111,0.050
60087.23916999996,11.124,0.050
60087.24008999998,11.084,0.050
60087.24009199999,11.098,0.003
60087.24099999992,11.141,0.050
60087.24191999994,11.141,0.050
60087.24282999989,11.113,0.050
60087.24374999991,11.096,0.050
60087.24441500008,11.098,0.003
60087.24465999985,11.125,0.050
60087.245569999795,11.122,0.050
60087.24878000002,11.102,0.003
60087.25303399982,11.099,0.003
60087.25740099978,11.096,0.003
60087.26170200016,11.093,0.003
60087.26601300016,11.092,0.003
60087.270775999874,11.095,0.003
60087.27719100006,11.095,0.003
60087.28302199999,11.095,0.003
60087.28817000007,11.095,0.003
60087.29247999983,11.1,0.003
60087.296682999935,11.106,0.003
60087.301159000024,11.097,0.003
60087.30531999981,11.098,0.003
60087.30972100003,11.098,0.003
60087.31405600021,11.091,0.003
60087.31835900014,11.096,0.003
60087.32120000012,11.142,0.009
60087.32256799983,11.111,0.003
60087.329671999905,11.114,0.004
60087.33311499981,11.103,0.004
60087.337921000086,11.093,0.003
60087.342834999785,11.108,0.004
60087.35034399992,11.093,0.004
60087.356337999925,11.093,0.003
60087.3604319999,11.098,0.003
60087.36494999984,11.096,0.003
60087.3693169998,11.087,0.003
60087.37359600002,11.091,0.003
60087.377902999986,11.09,0.003
60087.38221899979,11.09,0.003
60087.38653700007,11.088,0.003
60087.39081900008,11.09,0.003
60087.39665699983,11.092,0.003
60087.40239599999,11.098,0.003
60087.406591000035,11.094,0.003
60087.41098699998,11.091,0.003
60087.415173999965,11.106,0.003
60087.419704,11.107,0.004
60087.42378999991,11.095,0.003
60087.428183999844,11.097,0.003
60087.43240799988,11.099,0.003
60087.436962000094,11.1,0.003
60087.44302499993,11.097,0.003
60087.447829000186,11.093,0.003
60087.45221999986,11.102,0.004
60087.4565150002,11.091,0.004
60087.46073599998,11.097,0.004
60087.46489199996,11.103,0.004
60087.468847999815,11.097,0.005
60087.74093999993,11.1,0.1
60087.74708000012,10.972,0.006
60087.798179999925,11.3,0.2
60087.800910000224,11.3,0.2
60087.803390000015,11.058,0.002
60087.80735999998,11.064,0.002
60087.81117000012,11.057,0.002
60087.81545000011,11.054,0.002
60087.81956999982,11.056,0.002
60087.82337999996,11.053,0.002
60087.827200000174,11.058,0.002
60087.831019999925,11.047,0.002
60087.835599999875,11.057,0.002
60087.83827999979,11.048,0.002
60087.858130000066,10.928,0.0071
60087.859606999904,11.4671,0.0030
60087.862308000214,11.4958,0.0030
60087.863226999994,11.4644,0.0029
60087.86414099997,11.4869,0.0029
60087.86510499986,11.4672,0.0029
60087.865974999964,11.408,0.0030
60087.86693499982,11.478,0.0029
60087.86804699991,11.4445,0.0029
60087.869018000085,11.3487,0.0030
60087.869994000066,11.4112,0.0029
60087.87092099991,11.485,0.0029
60087.87193900021,11.4571,0.0029
60087.87291500019,11.3119,0.0030
60087.873689999804,11.045,0.020
60087.873844000045,11.3903,0.0029
60087.87486700015,11.3673,0.0029
60087.87585300021,11.4237,0.0029
60087.87681199983,11.3763,0.0030
60087.877743000165,11.187,0.0031
60087.87866900023,11.2429,0.0030
60087.87960200012,11.294,0.0030
60087.880601999816,11.2617,0.0030
60087.881800999865,11.3548,0.0030
60087.88273900002,11.3291,0.0030
60087.883653,11.3637,0.0031
60087.884010000154,11.082,0.004
60087.88480099989,11.285,0.0032
60087.88572699996,11.2437,0.0032
60087.88603999978,11.101,0.049
60087.88647999987,11.068,0.049
60087.88659599982,11.1894,0.0033
60087.88693000004,11.063,0.049
60087.887380000204,11.071,0.049
60087.887829999905,11.082,0.049
60087.888269999996,11.064,0.049
60087.88856599992,11.1035,0.0036
60087.88872000016,11.077,0.049
60087.889169999864,11.062,0.049
60087.88948599994,11.1319,0.0035
60087.889609999955,11.097,0.049
60087.89006000012,11.074,0.049
60087.89040199993,11.2355,0.0033
60087.89050000021,11.084,0.049
60087.89094999991,11.079,0.049
60087.89127200004,11.1977,0.0032
60087.89140000008,11.051,0.049
60087.89184000017,11.027,0.049
60087.89228999987,11.091,0.049
60087.89241199987,11.3876,0.0030
60087.89274000004,11.078,0.049
60087.89318000013,11.083,0.048
60087.893267000094,11.317,0.0030
60087.89362999983,11.071,0.048
60087.89408,11.074,0.048
60087.89413199993,11.3226,0.0030
60087.89452000009,11.093,0.048
60087.89526600018,11.3956,0.0030
60087.89626199985,11.3803,0.0029
60087.89722800022,11.2383,0.0031
60087.898328000214,11.3575,0.0030
60087.89924200019,11.3532,0.0029
60087.90016200021,11.2947,0.0030
60087.90110399993,11.2702,0.0030
60087.90197099978,11.2211,0.0032
60087.90353300003,11.2174,0.0031
60087.90443899995,11.3453,0.0030
60087.90535499994,11.3095,0.0030
60087.906252000015,11.2408,0.0031
60087.90674600005,11.002,0.008
60087.90723000001,11.2637,0.0031
60087.9081720002,11.3402,0.0030
60087.909037000034,11.3484,0.0030
60087.91003399994,11.2711,0.0030
60087.91112100007,11.3438,0.0029
60087.912028000224,11.3466,0.0029
60087.91294600023,11.3817,0.0029
60087.9138679998,11.2884,0.0029
60087.914886999875,11.2412,0.0030
60087.915752000175,11.3844,0.0028
60087.916646,11.2982,0.0029
60087.91751099983,11.2802,0.0029
60087.91846100008,11.3326,0.0029
60087.919381999876,11.3644,0.0029
60087.922890000045,10.767,0.013
60087.92413200019,11.051,0.002
60087.925590000115,11.047,0.002
60087.92703700019,11.048,0.002
60087.92849500012,11.032,0.002
60087.92965999991,11.063,0.002
60087.92994200019,11.036,0.002
60087.93140000012,11.031,0.002
60087.93285899982,11.039,0.002
60087.93431700021,11.027,0.002
60087.94230000023,11.057,0.008
60087.96115999995,11.059,0.048
60087.961610000115,11.049,0.048
60087.962059999816,11.054,0.048
60087.96249999991,11.064,0.048
60087.962950000074,11.038,0.048
60087.963399999775,11.058,0.048
60087.963839999866,11.055,0.048
60087.96429000003,11.053,0.048
60087.9647400002,11.02,0.048
60087.9651899999,11.093,0.048
60088.091159999836,11.024,0.007
60088.10559300007,11.022,0.012
60088.10707399994,11.023,0.012
60088.108552999794,11.016,0.012
60088.110036000144,11.025,0.011
60088.11151799979,11.028,0.012
60088.113001000136,11.024,0.012
60088.114482000005,11.023,0.012
60088.1146300002,11.118,0.049
60088.11596499989,11.024,0.012
60088.11659000022,11.091,0.002
60088.11744299997,11.025,0.012
60088.118927999865,11.017,0.012
60088.12040599994,11.029,0.012
60088.12144999998,11.082,0.002
60088.12188400002,11.028,0.012
60088.12336600013,11.025,0.012
60088.12624000013,11.092,0.002
60088.131120000035,11.101,0.002
60088.13351000007,11.1,0.002
60088.140050000045,11.052,0.001
60088.14572199993,11.125,0.003
60088.14667999977,11.095,0.005
60088.147849999834,11.094,0.005
60088.14889999991,11.097,0.004
60088.149970000144,11.096,0.004
60088.15078500006,11.129,0.002
60088.15107000014,11.096,0.004
60088.152139999904,11.096,0.004
60088.15320000006,11.099,0.004
60088.15358000016,11.047,0.002
60088.15433999989,11.099,0.004
60088.15541000012,11.091,0.004
60088.15612899978,11.132,0.002
60088.156489999965,11.092,0.004
60088.16123200022,11.127,0.002
60088.16571999993,11.029,0.050
60088.16581000015,11.048,0.002
60088.16645799996,11.122,0.002
60088.166629999876,11.054,0.050
60088.1675499999,11.029,0.050
60088.16845999984,11.042,0.050
60088.16937999986,11.033,0.050
60088.170289999805,11.021,0.050
60088.171209999826,11.052,0.050
60088.17171599995,11.129,0.002
60088.17211999977,11.038,0.050
60088.17303999979,11.037,0.050
60088.1739500002,11.028,0.050
60088.17487000022,11.041,0.050
60088.175780000165,11.036,0.050
60088.176700000186,11.05,0.050
60088.17696999991,11.124,0.002
60088.17761000013,11.061,0.050
60088.17853000015,11.023,0.050
60088.179440000094,11.057,0.050
60088.180360000115,11.052,0.050
60088.18127000006,11.069,0.050
60088.18219000008,11.026,0.050
60088.18276599981,11.125,0.002
60088.183100000024,11.064,0.050
60088.183410000056,11.111,0.051
60088.184020000044,11.019,0.050
60088.18492999999,11.024,0.050
60088.18585000001,11.055,0.050
60088.18675999995,11.02,0.050
60088.18767999997,11.001,0.050
60088.188599999994,11.029,0.050
60088.18950999994,11.073,0.050
60088.18982100021,11.126,0.002
60088.19041999988,11.028,0.050
60088.1913399999,11.05,0.050
60088.19225999992,11.037,0.050
60088.193179999944,11.011,0.050
60088.19408999989,11.013,0.050
60088.19500999991,11.067,0.050
60088.195115999784,11.123,0.002
60088.19591999985,11.083,0.050
60088.19683999987,11.065,0.050
60088.19774999982,11.064,0.050
60088.19866000023,11.042,0.050
60088.19957999978,11.045,0.050
60088.20033300016,11.126,0.002
60088.20049000019,11.036,0.050
60088.20141000021,11.053,0.050
60088.20232000016,11.061,0.050
60088.20324000018,11.041,0.050
60088.20372000011,11.04,0.010
60088.20415000012,11.044,0.050
60088.20485999994,11.03,0.02
60088.20507000014,11.035,0.050
60088.205537000205,11.123,0.002
60088.205980000086,11.044,0.050
60088.20690000011,11.06,0.050
60088.20781000005,11.048,0.050
60088.20873000007,11.036,0.050
60088.20965000009,11.059,0.049
60088.210560000036,11.052,0.050
60088.21088200016,11.123,0.002
60088.211480000056,11.061,0.049
60088.21239,11.04,0.050
60088.213299999945,11.051,0.050
60088.214219999965,11.043,0.050
60088.21512999991,11.061,0.050
60088.21604999993,11.038,0.050
60088.21611799998,11.126,0.002
60088.21696999995,11.047,0.050
60088.217879999895,11.021,0.050
60088.218799999915,11.075,0.049
60088.21970999986,11.014,0.050
60088.2206199998,11.057,0.049
60088.221346999984,11.122,0.002
60088.221539999824,11.053,0.050
60088.22244999977,11.036,0.050
60088.22336999979,11.09,0.049
60088.2242800002,11.021,0.050
60088.22520000022,11.025,0.050
60088.22611000016,11.048,0.049
60088.227030000184,11.04,0.049
60088.227390999906,11.127,0.002
60088.22794000013,11.04,0.050
60088.22886000015,11.033,0.050
60088.22977000009,11.037,0.050
60088.23069000011,11.04,0.049
60088.23160000006,11.042,0.049
60088.23252000008,11.016,0.050
60088.23343000002,11.0,0.050
60088.23365999991,11.125,0.002
60088.23435000004,11.044,0.049
60088.23525999999,11.042,0.049
60088.23618000001,11.045,0.049
60088.23708999995,11.053,0.049
60088.23800999997,11.048,0.049
60088.238919999916,11.025,0.050
60088.23971900018,11.116,0.003
60088.23983999994,11.047,0.049
60088.24074999988,11.03,0.049
60088.24491399992,11.119,0.003
60088.24984099995,11.116,0.004
60088.25523100002,11.116,0.004
60088.26026999997,11.124,0.005
60088.264746999834,11.131,0.005
60088.27205500007,11.132,0.005
60088.29682999989,11.144,0.011
60088.30864599999,11.125,0.011
60088.32452500006,11.117,0.011
60088.34666599985,11.158,0.011
60088.355037999805,11.136,0.006
60088.35960499989,11.134,0.011
60088.384637999814,11.171,0.011
60088.38969099987,11.137,0.005
60088.39373800019,11.132,0.009
60088.399830999784,11.127,0.004
60088.40754200006,11.121,0.003
60088.41230199998,11.127,0.003
60088.41785500012,11.129,0.002
60088.41942600021,11.04,0.007
60088.422892999835,11.132,0.003
60088.42917599995,11.131,0.002
60088.43610000005,11.131,0.002
60088.441248000134,11.129,0.002
60088.446618000045,11.137,0.002
60088.451832000166,11.128,0.002
60088.45776099991,11.129,0.002
60088.46418699995,11.133,0.003
60088.47040299978,11.138,0.003
60088.474386000074,11.144,0.007
60088.809652999975,11.038,0.021
60088.810184999835,11.048,0.020
60088.810717999935,11.041,0.020
60088.811249999795,11.057,0.020
60088.81178200012,11.036,0.021
60088.81231500022,11.029,0.020
60088.81284700008,11.045,0.019
60088.81338000018,11.036,0.019
60088.81391200004,11.035,0.020
60088.8144439999,11.032,0.019
60088.820462999865,11.022,0.018
60088.82099500019,11.016,0.018
60088.821527999826,11.01,0.018
60088.82206000015,11.003,0.018
60088.822592999786,11.01,0.018
60088.82312500011,11.002,0.018
60088.82365699997,10.999,0.018
60088.82419000007,10.998,0.018
60088.82472199993,10.999,0.018
60088.82525500003,10.998,0.019
60088.82795100007,10.964,0.018
60088.82848400017,10.957,0.019
60088.82901600003,10.955,0.019
60088.82954900013,10.954,0.019
60088.83008099999,10.969,0.018
60088.83061299985,10.973,0.018
60088.83114599995,10.953,0.019
60088.83167799981,10.953,0.018
60088.83221099991,10.946,0.018
60088.83274299977,10.96,0.018
60088.861980000045,11.033,0.007
60088.86548000015,11.05,0.007
60088.8658400001,10.985,0.002
60088.86841000011,11.051,0.007
60088.87131999992,11.07,0.007
60088.87789000012,11.028,0.012
60088.89436999988,11.061,0.014
60088.92020000005,11.054,0.002
60088.92024700018,11.061,0.009
60088.92450200021,11.031,0.002
60088.92596099991,11.042,0.002
60088.927407000214,11.055,0.002
60088.928865999915,11.006,0.002
60088.93032399984,11.058,0.002
60088.931770999916,11.042,0.002
60088.93322899984,10.993,0.002
60088.93468699977,11.045,0.002
60088.95886000013,11.102,0.003
60088.9689600002,10.813,0.017
60089.05640000012,11.023,0.061
60089.08332999982,11.023,0.004
60089.094140000176,11.02,0.005
60089.10191999981,11.094,0.021
60089.10501000006,11.04,0.003
60089.11272000009,11.06,0.003
60089.120430000126,11.024,0.003
60089.128130000085,11.044,0.003
60089.13584000012,11.061,0.003
60089.14354000008,11.053,0.003
60089.14546799986,11.08,0.003
60089.14643999981,11.058,0.044
60089.1494049998,11.083,0.002
60089.15125000011,11.046,0.003
60089.15304999985,11.079,0.002
60089.15703900019,11.078,0.002
60089.15895000007,11.056,0.007
60089.16100199986,11.08,0.002
60089.16336000012,11.091,0.004
60089.16464000009,11.052,0.050
60089.164940000046,11.079,0.002
60089.16544000013,11.032,0.050
60089.166240000166,11.042,0.050
60089.166629999876,11.094,0.004
60089.166660000104,11.105,0.009
60089.16703000013,11.062,0.050
60089.167830000166,11.052,0.050
60089.168630000204,11.041,0.050
60089.168841999955,11.078,0.002
60089.169429999776,11.046,0.050
60089.16989000002,11.093,0.004
60089.170229999814,11.031,0.050
60089.17102999985,11.047,0.050
60089.17182999989,10.999,0.050
60089.17262999993,11.04,0.050
60089.17276800005,11.078,0.002
60089.17315000016,11.096,0.004
60089.17341999989,11.006,0.050
